vec1_x,vec1_y,vec1_z,vec2_x,vec2_y,vec2_z,result_x,result_y,result_z
4.37108777015320360e-01,2.91951871812562103e-01,0.00000000000000000e+00,2.08493268885383776e-01,9.79749223873660147e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.67386984917717319e-01
1.06532602182938141e-01,1.65921776819540234e-01,0.00000000000000000e+00,9.23684708350450245e-01,9.02405365102922685e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.71238162622868112e-02
5.66191855510518982e-01,3.18806304598272305e-01,0.00000000000000000e+00,3.24651518213341372e-02,1.64667811190361890e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.28834784803453850e-02
6.55465123319423082e-02,9.63469911527337075e-02,0.00000000000000000e+00,1.59897430809345598e-01,5.02623835414228615e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.75396030747740073e-02
3.02529800793633896e-02,6.56232835148665483e-01,0.00000000000000000e+00,2.90919693567234683e-01,8.50214648289034258e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.65189528492336285e-01
8.21548229841079891e-01,5.08202829747867346e-01,0.00000000000000000e+00,3.32971417755814958e-01,1.73279088854900509e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.68598880114457317e-02
3.89232777934291896e-02,8.20612088816558782e-01,0.00000000000000000e+00,2.92953736952488830e-01,9.52323266589147899e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.36694623701739049e-01
3.85863498421377349e-01,5.10317076945820181e-01,0.00000000000000000e+00,9.11354467901190901e-02,4.57779971087269422e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.30132606338885848e-01
2.22627676547145326e-01,9.53565611324989182e-01,0.00000000000000000e+00,1.45107328020971593e-01,9.79970756316593472e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.97992546108584333e-02
1.21179343478315160e-01,4.34621774450121623e-01,0.00000000000000000e+00,1.75467342348497812e-01,3.16986071445793383e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.78497636599795448e-02
7.55654594132283419e-02,9.25272386716822548e-01,0.00000000000000000e+00,3.80854744710833026e-01,5.74442517466807523e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.08986365892147896e-01
3.42121900471360041e-01,9.22166120417704516e-02,0.00000000000000000e+00,4.82956135162687206e-01,8.13505514043014633e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.33781473958836472e-01
7.93883446256767100e-01,2.25247450540396521e-01,0.00000000000000000e+00,6.47348576020899569e-01,9.37770823981810886e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.98667117182064445e-01
6.53583918838519962e-01,6.23269612497636460e-01,0.00000000000000000e+00,2.61430061361436983e-01,9.94223709259107080e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.86867215059760383e-01
3.18626001751259103e-01,9.97294726625629235e-01,0.00000000000000000e+00,8.31480064863515111e-01,4.94062555941298109e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-6.71809507168136255e-01
5.25586053065108638e-01,4.10403282650946277e-02,0.00000000000000000e+00,9.49335585859841125e-01,6.61053526654936663e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.08479469861914934e-01
5.01986902561965542e-01,8.38473037550757527e-01,0.00000000000000000e+00,7.77450958171133411e-01,3.41494245135342767e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.80446028086269850e-01
1.09349113770958239e-01,3.03821203951274210e-01,0.00000000000000000e+00,9.07646943974998566e-01,1.04613721347883493e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.64322969563505761e-01
6.43982815491920046e-01,4.83807769369335339e-01,0.00000000000000000e+00,6.17096883482179948e-02,3.21999786760579054e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.77506702597647364e-01
5.68507788810261649e-01,2.71516010264757357e-02,0.00000000000000000e+00,6.09442410951152924e-01,8.50912018011748428e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.67202772641177433e-01
2.46277591113106098e-01,5.80874280628972284e-01,0.00000000000000000e+00,9.52797502124374196e-01,1.62350196194190333e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.13472348396132205e-01
8.48842014712751669e-01,2.05427582461819691e-01,0.00000000000000000e+00,5.60324244940577976e-01,8.96698706894857867e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.46049481918062884e-01
2.37334397268666120e-01,8.42171020578861285e-02,0.00000000000000000e+00,9.06666214530807757e-01,4.24633317422837608e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.44232913291650283e-02
2.15442206812120673e-01,8.27546590098310997e-01,0.00000000000000000e+00,8.07431949241012803e-01,8.88932110466065573e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.76674060745867711e-01
1.20874056222343707e-01,1.36074438044337942e-01,0.00000000000000000e+00,9.87866789908501852e-01,6.50585227955068457e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.57845428781962027e-02
3.71593270966186551e-01,1.53142106433742264e-01,0.00000000000000000e+00,3.22509334704538020e-01,8.17310363687310359e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.54317272575933395e-01
4.44593318741325905e-01,9.38534213197332767e-01,0.00000000000000000e+00,7.00877826706197471e-01,9.03201138655432834e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.56240627909394281e-01
5.22462443973198409e-02,7.52882555114719354e-01,0.00000000000000000e+00,1.03373676439218909e-01,2.11079270970461641e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-6.68001384708305640e-02
3.87665637769358473e-01,3.27271989440576894e-01,0.00000000000000000e+00,7.39729983421750226e-01,5.07530092023427581e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.53409265118779048e-02
6.62596501831107521e-02,8.06346198249631607e-01,0.00000000000000000e+00,2.92664360680777058e-01,3.27496808644790804e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.14288970621214547e-01
2.53616072361302458e-01,6.23620608589824599e-01,0.00000000000000000e+00,4.58960445338029377e-01,2.10956246193914732e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.32715297640574192e-01
9.30621103254139048e-01,5.39826448981033269e-01,0.00000000000000000e+00,7.80183119099119415e-01,2.31727763027532840e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.05512736254927886e-01
4.30434554870637087e-01,8.26688829180255880e-01,0.00000000000000000e+00,4.54835732575690987e-01,4.14776624918700043e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.97473427314716093e-01
7.87838406417058601e-01,3.03749223654623868e-01,0.00000000000000000e+00,5.90638221518272388e-01,8.03132748688214160e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.53332923620951678e-01
7.06252635170988019e-01,9.78864915694327209e-01,0.00000000000000000e+00,9.40229762873347918e-01,6.37513614376511106e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.70112257457524996e-01
6.52163559314819508e-01,1.85587639909852609e-01,0.00000000000000000e+00,3.93161443067491012e-01,2.19459812845988700e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.01577883497566113e-02
7.74992130334997809e-01,7.97092641388835510e-01,0.00000000000000000e+00,8.64135242211120258e-01,5.68526169804152826e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.48192535243525858e-01
6.21363924583825611e-01,6.32022536643381150e-01,0.00000000000000000e+00,7.52737170804499756e-01,4.47432451365652462e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.97728472150898504e-01
6.22246392176805774e-01,4.76325897588328107e-01,0.00000000000000000e+00,7.66333094702602580e-02,7.80320114886816185e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.49048946312726127e-01
1.22483512788717497e-01,7.52122757700735001e-03,0.00000000000000000e+00,6.40056907367676953e-01,2.69932367366914616e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.82482509079264622e-02
5.31197815216650548e-01,1.02312307374428202e-01,0.00000000000000000e+00,6.49140709366555546e-01,5.05476743586875776e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.02093058050210106e-01
3.45903269608068054e-01,7.02800502591125476e-02,0.00000000000000000e+00,7.16790693756281017e-01,1.28092474483584517e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-6.06848024639566885e-03
1.12883940607196975e-01,5.05246629494768063e-01,0.00000000000000000e+00,8.79517324846627591e-01,3.53285367304686515e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.40385139518992219e-01
2.69069190483973486e-01,8.92093085564085841e-01,0.00000000000000000e+00,1.64172013332238298e-01,5.84905622679190329e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.09233644669894658e-02
8.87386399943930981e-01,2.65433353480581280e-01,0.00000000000000000e+00,9.30644952695750982e-01,2.46728198661336329e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.80809627190758693e-02
3.21383311757642343e-01,6.91205464261619329e-01,0.00000000000000000e+00,8.11335910400241000e-01,4.90387253256659661e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.03197535124963147e-01
6.76157708372562505e-01,3.99584048981990625e-01,0.00000000000000000e+00,8.13705531064198406e-01,6.42141864951888408e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.09045421074279059e-01
4.35929668718033625e-02,9.97408143554330717e-01,0.00000000000000000e+00,8.58672838014704176e-01,2.23378234186031865e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.46709561322021020e-01
6.47636229185310386e-01,8.07065407696860526e-01,0.00000000000000000e+00,5.60414234563626268e-01,9.32057683032588957e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.51343380525206128e-01
9.91170140752209106e-01,3.92188628849455045e-01,0.00000000000000000e+00,8.09858658165386269e-01,9.47652973597374881e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.21667974517017163e-01
5.75973113514615331e-01,7.59495541487920756e-01,0.00000000000000000e+00,3.72564028988161100e-01,4.41931960144947400e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.84197918889825263e-02
6.88778585208044358e-01,9.31056893523998785e-01,0.00000000000000000e+00,7.27174646237318423e-01,2.37498253670235915e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.13457256022764152e-01
8.72528964522112371e-01,6.34561027021261603e-01,0.00000000000000000e+00,2.42419590059066437e-02,7.72371864221803595e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.58533820511668422e-01
4.93341459468430443e-02,9.15692505627675235e-01,0.00000000000000000e+00,6.41601234412911836e-01,7.87289286021534473e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.48669197414396348e-01
1.77497910508848000e-01,6.27731204406208887e-02,0.00000000000000000e+00,5.00772566550746867e-01,7.06193264804846343e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.89002737416206906e-02
3.05616798753075569e-01,4.63784994440026521e-01,0.00000000000000000e+00,7.64139870555520795e-01,2.99620698507194971e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.62827486899065488e-01
8.53748178550900905e-01,7.53009925073184094e-01,0.00000000000000000e+00,1.29675071218421922e-01,9.85095144513309040e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.43376569665530451e-01
7.49875165828706947e-01,3.70692235001300663e-01,0.00000000000000000e+00,6.49774795349964296e-01,7.76645931839374137e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.41521025792450306e-01
9.23887462393121917e-01,9.34003301968529431e-01,0.00000000000000000e+00,3.31781833096535306e-01,1.31417042498888081e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.97743871854384834e-01
8.60062367627380309e-01,8.36900465133481486e-01,0.00000000000000000e+00,9.60689913839113840e-01,4.92102612474873080e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.80762897740240025e-01
7.46625685747332457e-01,4.44864587068815265e-01,0.00000000000000000e+00,7.01264017792047722e-01,2.89693050592328305e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-9.56752551465438195e-02
4.58081496687490208e-03,9.18062190313422510e-01,0.00000000000000000e+00,4.30351289518124402e-01,2.55051569453128568e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.94972413054547555e-01
2.49261784621128246e-01,6.93545809910918853e-01,0.00000000000000000e+00,5.34208398493272285e-01,9.74888399408054052e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.27495574151344604e-01
6.94400685802406659e-01,2.17505836073693781e-01,0.00000000000000000e+00,8.29938473935563303e-01,7.70573893461919734e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.54570578418307525e-01
8.22882619666917892e-01,9.66745934243510296e-01,0.00000000000000000e+00,2.83497637675664049e-01,3.57914452635766156e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.04513938109822657e-02
8.76221509750292449e-01,9.59067571536137198e-01,0.00000000000000000e+00,7.90069241783856846e-01,2.09819349839820313e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.73881561571568666e-01
8.76763766246402731e-01,4.22325388058159668e-01,0.00000000000000000e+00,2.93473278485994027e-01,2.15829511394848961e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.52902790563708729e-02
9.22349037409983641e-01,8.46765604553044171e-01,0.00000000000000000e+00,2.88262202989981065e-01,1.66514275586553073e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-9.05062367823256941e-02
3.86390702954253595e-01,2.39862541044356559e-01,0.00000000000000000e+00,1.80564451713458252e-01,9.88379566656433672e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.38590027335728794e-01
5.94955774524706604e-01,7.19767365559946803e-02,0.00000000000000000e+00,2.26094145886166720e-01,1.51615565103215832e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.39310371906835989e-02
3.32500831089099669e-01,1.66237623203456475e-01,0.00000000000000000e+00,8.38521790257709676e-01,6.81911903788212759e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.73424053223820218e-02
6.98169642563463810e-01,1.07299979362251441e-01,0.00000000000000000e+00,2.61278761831432838e-01,3.67388927316305569e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.28464590313892074e-01
3.06876613602529602e-01,2.91495306237608443e-01,0.00000000000000000e+00,4.89696661364475538e-01,8.14878979354150101e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.07323023412114998e-01
3.28739803319369028e-01,6.75001062885078884e-02,0.00000000000000000e+00,4.05957296965269721e-01,5.68119269896041890e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.59361256353817288e-01
6.84223218612103556e-01,6.98017130287278298e-01,0.00000000000000000e+00,4.37990517765037723e-01,5.03575156768931165e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.88329302741418636e-02
3.13538089266971576e-01,8.14643272477192260e-01,0.00000000000000000e+00,3.34593127374313570e-01,3.07306372774137415e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.76221787293422055e-01
2.48347261128722629e-01,6.14662722559541241e-01,0.00000000000000000e+00,3.90958723857260382e-01,9.79851616821327043e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.03571173561964502e-03
7.70111118573468256e-01,5.11812922062735098e-01,0.00000000000000000e+00,8.92155035429118115e-01,7.67701776255238943e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.34599198026800593e-01
3.93065926721275494e-01,5.53631148920359029e-01,0.00000000000000000e+00,5.30806584889085942e-01,2.90571366445792179e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.79657356015954062e-01
6.71035741262455909e-01,1.49291515400876706e-01,0.00000000000000000e+00,4.98050074211439986e-01,3.59556102840375980e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.02271507250518293e-02
3.15828285807009168e-01,8.21424486957062716e-01,0.00000000000000000e+00,3.46704834989712607e-01,3.87047157899597760e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.62551400801053014e-01
8.73872858963495758e-01,7.20499195206826260e-01,0.00000000000000000e+00,3.70059182303882239e-01,1.08998202204466654e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.71376772446544867e-01
7.51507951824807341e-01,7.87364636802027396e-01,0.00000000000000000e+00,6.75738166408803131e-01,9.50704021430640478e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.82409295969213070e-01
5.86861089606008357e-01,2.81430735226405382e-01,0.00000000000000000e+00,8.24663374775231439e-01,9.50342629214558587e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.25633491002612629e-01
2.59539306337251641e-01,1.54722012464115877e-01,0.00000000000000000e+00,5.81066534073032326e-01,4.79718939169880509e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.46021371816646883e-02
4.08059352105972772e-02,1.99784022247773141e-01,0.00000000000000000e+00,1.24098771066303071e-01,3.09831652485575204e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.21499813021129256e-02
2.63368137434833671e-01,1.71675550942918753e-01,0.00000000000000000e+00,4.63363861159122870e-01,7.26870193891329119e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-6.04048012393249498e-02
4.69767269674561061e-01,6.39678227294743218e-02,0.00000000000000000e+00,9.61662215593307224e-01,9.42693415190085759e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.81331073661327735e-01
3.89247406960369857e-01,8.42412079370569944e-01,0.00000000000000000e+00,8.55177108443306855e-02,4.59509298733188687e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.06821650390687903e-01
6.75817394401500349e-01,7.50035191393042977e-01,0.00000000000000000e+00,4.74363979232345190e-01,1.94227661818388797e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.24527245622698185e-01
1.74633781330043036e-01,8.31371716392649063e-01,0.00000000000000000e+00,4.44988327159927755e-01,9.80023175345548281e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.98805556423973878e-01
4.54422635059993585e-01,8.72101707220779621e-01,0.00000000000000000e+00,8.39932962704227570e-01,3.26921561965279883e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-5.83946413079172832e-01
8.12463534717278280e-01,5.38411856025145297e-01,0.00000000000000000e+00,7.75495942233616065e-01,6.03989417183775412e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.31831672189888760e-02
3.96309884250099054e-01,9.42188074800951791e-01,0.00000000000000000e+00,6.58119449757284425e-01,5.05060452894802170e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-6.00056252393273426e-01
4.35165176294798117e-01,3.38049546784828348e-01,0.00000000000000000e+00,6.92031126029379107e-01,8.15674896585326992e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.21012501656569016e-01
6.69519347088354477e-01,7.20344685917525873e-01,0.00000000000000000e+00,6.63160067693579380e-01,6.39251064329179663e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.97128754605685730e-02
7.59789470138979572e-02,2.40136149567434676e-01,0.00000000000000000e+00,5.31592821406992044e-02,4.99091717172494564e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.51549978070879088e-02
3.93672919323942549e-01,3.11904355778808928e-01,0.00000000000000000e+00,1.38197766092360119e-01,3.73125159583308164e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.03784785643264765e-01
3.27907825902959416e-01,3.98283963876247094e-01,0.00000000000000000e+00,3.36361475907167917e-01,3.31234729959876351e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.53529217548747327e-02
2.53452488529329667e-01,3.33244399483535569e-01,0.00000000000000000e+00,8.06088575747488267e-01,9.98222984417041270e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.56224038478368077e-02
7.94986927866242921e-01,1.75031846284786963e-01,0.00000000000000000e+00,6.40590327545221827e-01,7.93974352124885652e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.19075523257936822e-01
9.81002787075036076e-01,3.09379598968914871e-01,0.00000000000000000e+00,9.56803161385686662e-01,3.81615874970704927e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.83508585766463650e-02
1.58131114601280265e-01,6.90698637336442101e-02,0.00000000000000000e+00,5.75348307730873088e-01,9.00611346596275175e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.02675446845474735e-01
2.66419056631338136e-01,5.57735274143647319e-01,0.00000000000000000e+00,1.27659326271641227e-01,6.80105450692249036e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.09992943248152911e-01
1.24483925456712718e-01,8.01203742670524854e-01,0.00000000000000000e+00,5.50322374302936845e-01,1.99101129920748798e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.16135455751440730e-01
7.29292155669408415e-01,6.47592200424741971e-01,0.00000000000000000e+00,4.98599873189039644e-01,6.69739682615532739e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.65546507862039782e-01
5.76909704210365915e-01,4.80711692117019584e-02,0.00000000000000000e+00,3.39340072298665141e-01,7.93818701504386603e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.41649238245772124e-01
1.97667397487184093e-01,3.45456338949205799e-01,0.00000000000000000e+00,3.30655600888521639e-01,9.97613067663106756e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.29685054481739542e-02
7.57647005894540038e-01,5.41667175327960493e-01,0.00000000000000000e+00,8.94232099039090289e-01,1.08862796529040629e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.01896603330562874e-01
4.24306881782478107e-01,2.06184060222692866e-01,0.00000000000000000e+00,4.58142386827966819e-01,5.11549093244925590e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.22592143157102748e-01
9.38351103130233399e-01,5.93686959642134582e-01,0.00000000000000000e+00,3.02519093291868546e-01,3.90450799825392214e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.86778298004094040e-01
6.48636401819689956e-01,6.28335286325927944e-01,0.00000000000000000e+00,5.15863189937382227e-02,2.56858925963312834e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.34194544996682236e-01
4.66727108077727326e-01,3.29731622075295383e-01,0.00000000000000000e+00,3.38333514260580448e-01,3.16555164541739598e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.61856180340589667e-02
