point_x,point_y,line_point1_x,line_point1_y,line_point2_x,line_point2_y,area,distance
2.48139187270318029e-01,7.83809193810302562e-01, 5.65796565848104338e-01,3.80878734791389562e-01, 7.53202241155248031e-01,9.75718001231843046e-01, 2.64466536826864607e-01, 4.24054083634205159e-01
9.16343865488828735e-01,1.43702842406776887e-01, 6.40284223132962294e-01,3.77596409935779587e-01, 6.29886399048214418e-01,9.75367913189533531e-01, 1.62588603229039286e-01, 2.71950086864664820e-01
4.85034203037470912e-01,8.14491199383919229e-01, 4.43154545121442700e-01,6.55089868379550744e-01, 8.07261857268562588e-01,3.74117351582598068e-01, 6.98062230719358467e-02, 1.51781464932414345e-01
8.23788355426843810e-01,9.39169086536927100e-01, 2.00895695058226242e-01,6.96415314904162863e-01, 3.04617133901164738e-01,5.90158484311739562e-01, 9.13653703683524748e-02, 6.15305232358457799e-01
3.66035731088572791e-01,5.05636773958937358e-01, 7.86641722116754205e-01,7.95348194359247085e-01, 1.95263298494389170e-01,2.88685744170475989e-01, 4.17761788766832232e-02, 5.36458937589795667e-02
9.02220523257533769e-01,1.98252249582140494e-01, 1.60117740912318895e-02,3.93121238002230644e-01, 6.87396044488950198e-01,5.29849912289756086e-01, 2.52002121029078263e-01, 3.67797521853195475e-01
8.33736957169461390e-01,8.29402825457739468e-01, 7.22668491282557723e-01,6.08493055500452407e-01, 7.56122800593816091e-01,8.52053061586374838e-01, 1.96614524533383142e-02, 7.99743965586679484e-02
3.07518691856847437e-01,3.87136385641195235e-01, 9.32539920732750161e-01,8.46361237957291124e-01, 1.38160285476759626e-01,2.18545244297854935e-01, 2.75994531816203814e-02, 2.72582448842219223e-02
8.22000403211586184e-01,1.83183541162887376e-01, 8.46067056096116321e-01,2.53601829317510075e-01, 3.97889575891321456e-02,9.14512110960797986e-01, 7.26826218095521365e-02, 6.97169586539120312e-02
9.30986272197975362e-01,7.04622995093801774e-01, 8.96377655853545452e-01,3.38380852064781745e-01, 3.24292109211056667e-01,3.20259892779511390e-01, 2.08894695270576525e-01, 3.64962864287185218e-01
2.60172555452706900e-01,3.43742035079631081e-01, 7.16150801835124917e-01,4.97128532360183395e-01, 5.01585143649439402e-01,9.11051073541845335e-01, 2.21651149211966991e-01, 4.75411730195904381e-01
9.24843954582456829e-01,1.87137640780470238e-01, 6.62367486994433041e-01,5.85701024588081265e-01, 5.95373491600643345e-01,5.51424637243748128e-01, 3.56980985707597287e-02, 4.74372240790766730e-01
4.11106134394204403e-01,7.58251857552721287e-01, 3.41945596135875940e-01,1.42552475226998210e-01, 8.77497478879579518e-01,8.38160065218691575e-02, 3.33801209199716564e-01, 6.19569424265325353e-01
8.79880595007938804e-01,5.89821812217311225e-01, 8.61616618010628055e-01,4.32454075721250941e-01, 8.08722476264248646e-01,7.33653140502280143e-01, 1.38249241513017235e-02, 4.52078240177918242e-02
8.96536003999169107e-01,6.50064742758729386e-01, 8.00602274781765599e-01,3.44483182277305455e-01, 3.18945662048382594e-01,5.88332489049651408e-01, 1.70578752701013858e-01, 3.15964833945325541e-01
6.83078542096670516e-01,6.88960995041081103e-01, 3.11856222411282191e-01,5.72727061782760227e-01, 2.97493949800721191e-02,4.39957304965851614e-01, 1.64967109582817989e-02, 5.29099399626718550e-02
1.14251984820449626e-01,3.35076213463556538e-01, 3.93460711680267528e-01,6.57288680377323686e-01, 3.56740098494582325e-02,2.93203645653537626e-01, 1.36276168119046220e-02, 2.66967468367315698e-02
8.05151984646248375e-01,7.11598105801154124e-01, 7.00054724148499563e-01,6.66204130215116375e-01, 6.84613581138284522e-01,8.86358535777225232e-01, 2.38385597799142153e-02, 1.08015738059770550e-01
9.14103738074881433e-01,5.43248413780477279e-01, 9.35280148095838371e-01,5.16441248283417753e-01, 6.09395291852931731e-01,7.07882355905279592e-01, 4.68201388442236049e-03, 1.23877264417066226e-02
8.01931373082563570e-01,9.55840104214808028e-01, 9.99783285481939288e-01,1.90540087887808296e-01, 1.02412408703500435e-01,7.02098246504977763e-01, 5.85545186664003126e-01, 5.66872091638636832e-01
4.47273189161546902e-01,5.14944577061075326e-01, 8.15146081786190635e-01,9.38193522313563566e-01, 6.49679867718569781e-01,6.15074266147600635e-01, 4.88334148494530690e-02, 1.34519084800991090e-01
6.06222353160543403e-01,7.60234510187498658e-01, 9.17912421392328759e-01,6.96157155470371269e-01, 3.56559358739817922e-01,3.35844087676736791e-01, 1.48276024002532592e-01, 2.22289452393557213e-01
4.98835221316188071e-01,7.05212045227898709e-01, 7.23143025193250910e-01,3.21955133388902914e-01, 3.36269695357004572e-01,5.17010556454474801e-01, 1.04519424083759166e-01, 2.41237334652439878e-01
7.77034265354780596e-01,8.21960802941387181e-01, 1.63716313107643341e-01,7.34714879482695982e-01, 3.76023933458300430e-01,8.11643490059178463e-02, 4.19357247436858149e-01, 6.10266968891264083e-01
2.06090207182642371e-01,9.18555500404040437e-01, 6.58791777574562198e-01,2.00081443279733651e-01, 1.19316491430576099e-01,5.95466914623822285e-01, 2.08607373766547644e-01, 3.11888599797501331e-01
6.48384986081037895e-01,2.70256832336449704e-01, 3.79330059927953767e-01,2.47229477503769890e-01, 6.20024063784132551e-02,8.44055649409718445e-01, 1.67886238084889838e-01, 2.48373534464399248e-01
8.14430916356277068e-01,5.91483275228632754e-01, 2.53461359725956847e-01,4.21021600797121698e-01, 8.41982557546067767e-01,9.15365464769065995e-01, 1.76991549376406265e-01, 2.30280357080524162e-01
5.58214857546700971e-01,9.15849940297780662e-01, 8.94296743846465514e-01,9.14056444499864673e-01, 4.86729848516500030e-01,4.79880245973316022e-01, 1.46649725301407463e-01, 2.46263357866690541e-01
8.84817136735761012e-01,2.65562692819800827e-01, 5.93905777321475981e-01,7.74327159208019866e-01, 3.90542971388334825e-01,9.60660759672599562e-01, 4.92572084280763697e-02, 1.78584650974377507e-01
5.97659307642885884e-01,4.63225423608452203e-01, 8.73944568282373879e-01,4.36161902178168193e-02, 8.52580866586438280e-01,7.34470087925045201e-01, 1.81908342700830006e-01, 2.63183617951825433e-01
9.26879391918014051e-01,7.00627444624964957e-02, 1.20981172449598162e-01,4.86971867639079847e-01, 9.48055270603817890e-01,1.05724594348334922e-01, 3.75682383413392662e-02, 4.12513856081954330e-02
5.31215595529883955e-01,3.37245551045966541e-01, 5.06998701767475635e-01,7.40970686084235441e-01, 9.41114853459114387e-01,2.69748291391201711e-01, 1.63852059293251640e-01, 2.55735736301647809e-01
6.51376144705890336e-01,9.77951285292441574e-01, 6.77490440508682679e-01,5.60190544712549476e-01, 7.40673996029608928e-01,9.24172146796211846e-01, 3.59007321704798987e-02, 9.71800510584586996e-02
1.84484834738465886e-01,5.86465062330757680e-02, 7.13159680929487116e-03,5.19564731228403076e-01, 3.03955305710490897e-01,7.18288877625608002e-02, 5.74040554676533976e-02, 1.06860132090606186e-01
7.42141711532543491e-02,5.92051755179046735e-01, 3.41134439321919336e-01,2.17402571897586161e-01, 7.62127090593615275e-01,8.83035785775611703e-01, 3.35395548916730513e-01, 4.25848937719098763e-01
3.62965984136739084e-01,8.60361211020387873e-01, 9.39263218041292536e-01,4.35747848006873273e-03, 4.19535470542701905e-01,7.52621158191681516e-01, 1.36666029145209311e-02, 1.50009057949973233e-02
1.61820448035250308e-02,2.69940814880712865e-01, 4.62819897662986035e-01,3.53326518803800949e-01, 2.76880019308151537e-01,6.93713815285536883e-01, 1.67534578885230545e-01, 4.31943466960489630e-01
8.72875392309088949e-01,6.29618981168296954e-01, 9.99536284808987596e-01,4.57085801569699024e-01, 4.33658106574173141e-01,5.37045713634080379e-01, 8.75049675300267060e-02, 1.53114682744664277e-01
1.37694149230181861e-01,9.12658385412836726e-01, 5.69976034108465757e-01,6.72512171758872679e-01, 3.98522400344157535e-01,7.93026250855715098e-01, 1.09221123006415718e-02, 5.21165324579784955e-02
8.62020337625850175e-01,3.38609253522246356e-01, 8.52703523917972328e-01,7.66647721496725332e-01, 4.95164771931023040e-01,7.05861514253885880e-01, 1.53606673410890959e-01, 4.23544896739768528e-01
7.01311784741845412e-01,8.60254229525002412e-01, 5.85038348388471241e-01,9.25526624597622916e-01, 8.23091811093920711e-01,6.92752654725391048e-01, 1.15271097045457592e-02, 3.46215385588967486e-02
9.20585139725998980e-02,7.33117420837156031e-02, 2.77209714786053718e-01,9.77787164772622841e-01, 3.91603810815493114e-01,4.55232086634666189e-01, 2.00218348567753501e-01, 3.74289063291519342e-01
7.66292261886027837e-01,5.56519207924390691e-01, 7.43045010044057763e-02,9.89311222866434692e-02, 2.08036917291881784e-01,4.10301415603797737e-01, 1.54270071720895047e-01, 4.55242705722206542e-01
9.63765074204968153e-01,3.87954443628782286e-01, 6.03148371561089802e-01,4.24312309818792865e-02, 2.27754975354639511e-01,9.50130062421478128e-02, 1.48668998677203928e-01, 3.92206360267239151e-01
7.73585727323150119e-01,6.14272875255181705e-01, 7.53427461777957053e-01,8.69207348181840755e-01, 7.85158937484363495e-01,3.54966279196635259e-01, 2.27676098844990620e-03, 4.41901475675174783e-03
2.78197424896981071e-01,1.93769522346106227e-01, 2.08806130920067501e-01,6.13738060938018748e-01, 1.39844794720729748e-01,9.46848560541608708e-01, 5.84662297819216886e-03, 1.71871600563718967e-02
4.75405869049838392e-01,8.73069178066947948e-01, 8.40316805075099649e-01,3.00809113520640770e-01, 6.78700185061293704e-01,9.51483658254217657e-01, 1.44951519765683656e-01, 2.16201763394180846e-01
7.05097197990834146e-01,3.33919237294562410e-01, 5.71546067190636831e-01,5.66108952495436468e-01, 8.73703215187709104e-01,8.16272676599098634e-01, 1.03567430378581224e-01, 2.64016421113145383e-01
4.89182652936032691e-01,9.11778649437723132e-01, 3.93591310803157346e-01,6.01413338514481532e-01, 5.17845696868793892e-02,8.83667270296116136e-01, 1.33065987643501055e-01, 3.00183450595254031e-01
9.23127641046304293e-01,1.65048349480727552e-01, 9.68302686130161794e-01,1.62068315823562070e-01, 4.00305493654627198e-01,5.87484672850837497e-01, 1.75255523573649950e-02, 2.46961299899919155e-02
2.55116613788453184e-01,3.06131320719330691e-01, 6.32904612898602448e-01,5.04389000659518749e-01, 1.07923992392610857e-01,1.30755768197126310e-01, 3.70727114579462863e-02, 5.75337005072114188e-02
9.77459314126404299e-01,5.74347130293039188e-02, 6.20074976872358796e-01,9.36502574626534523e-01, 3.50566445089373180e-01,3.93259114482138683e-01, 4.31062992687977764e-01, 7.10829428610321612e-01
7.27111703436132295e-01,3.35009197223238853e-01, 3.70391736226161061e-01,1.81242534451930393e-01, 4.41443272124783292e-01,1.39572479894732981e-01, 2.57898980551881339e-02, 3.13100561420493528e-01
5.35573963416414722e-01,6.71320478427034906e-01, 8.13520546153683410e-01,8.37278288132702331e-02, 7.54615808485764372e-01,9.70469553126706019e-01, 2.11854841162376406e-01, 2.38388415527408082e-01
1.13439241210415487e-01,7.26839722338543659e-01, 1.56981634174691020e-01,8.98087029756377109e-01, 9.09329583827567567e-01,5.94300442136754259e-01, 1.42065155594792769e-01, 1.75093940011412735e-01
9.58767799139228716e-01,8.57796625745629981e-01, 6.87790720699641644e-01,9.91038434886364006e-01, 9.19989612276960189e-01,3.35295196342604962e-01, 1.46752786592865975e-01, 2.10960711256567790e-01
7.99914432668018982e-01,7.47211241332136344e-01, 6.64974470218941183e-01,5.13185587404166643e-01, 3.73140368701358471e-01,9.37872983899021628e-01, 1.25603967781746151e-01, 2.43752680826059748e-01
4.74914369288343075e-01,1.53010740994085292e-01, 5.39948388908763177e-01,2.35096630594283429e-01, 8.70293347177421905e-01,4.49986144461574589e-01, 1.31415309133552285e-02, 3.33466975143703881e-02
1.78987411625969095e-01,5.07484625987202342e-01, 6.40355890038046160e-01,6.52159182252807113e-01, 8.00365757212407214e-01,5.03224309049938867e-02, 3.00817862753377185e-01, 4.83051867264140677e-01
3.40504349049959298e-02,9.02798574166837620e-01, 7.68548765523940025e-01,2.31641503359706680e-01, 8.05227895180816611e-01,4.22899696951446247e-01, 1.65096281130591799e-01, 8.47762457146144843e-01
4.46868910495816229e-01,2.01428996011636441e-01, 1.95618673250890773e-01,3.01497351666589974e-01, 5.70969740880043708e-01,9.36378194946421050e-01, 1.97074726627296470e-01, 2.67206247628942128e-01
1.27604279428427114e-02,3.15033146131770025e-01, 9.14396841960177120e-01,1.55498137323258234e-01, 9.42236976343521548e-01,9.91485917458620247e-01, 7.58198500327636582e-01, 9.06446763643337317e-01
4.10362088648080769e-01,7.08809739188802856e-01, 5.07495563957270912e-02,5.22520076209377349e-01, 6.69727249503746624e-01,9.50571237675347347e-01, 3.86234162674633508e-02, 5.13220440729579494e-02
5.86829247962526224e-01,1.11529099484872773e-02, 3.62124197437277084e-01,4.08798103820626979e-01, 9.94638957354656461e-01,5.91325470856055579e-02, 1.72944837741253854e-01, 2.39293321042980150e-01
4.94037691434173865e-01,7.16089628917385368e-01, 6.26994055538240835e-01,7.94030878840685239e-01, 9.17707281317827306e-01,3.07158903363938807e-02, 1.24146137724163719e-01, 1.51990669077674417e-01
3.65023296426659760e-02,4.18343129631320032e-02, 4.76173725435350303e-01,5.17037952654094690e-02, 5.85630774598403403e-01,7.39184884354592286e-01, 3.01185485611341508e-01, 4.32650652695306004e-01
9.06480326976699113e-01,1.13714150681492709e-01, 5.13342402082642590e-01,9.77785368732732141e-01, 6.90114120986386248e-01,4.78984792095192402e-01, 4.33540691650720900e-02, 8.19241377683411903e-02
7.41160029828484390e-01,9.80672470438695210e-01, 5.54421214129813045e-01,5.27431798422713927e-02, 6.44372448086812599e-01,8.64676531767909928e-01, 6.81510878508547469e-02, 8.34263891034951882e-02
4.55003365889178890e-01,6.77973210065318521e-01, 9.18719525458673858e-01,5.37522307405931876e-01, 1.39571973622980572e-02,8.23018588993386757e-01, 5.31455359576157860e-03, 5.60171084560095317e-03
3.85242705384590600e-01,7.49383882278502056e-01, 9.77792536563633186e-01,1.88632598283636432e-01, 7.25301577246019180e-01,5.38597005492287617e-01, 6.57867207757125427e-02, 1.52446403365110922e-01
3.36987442887705990e-01,1.04364284031207011e-01, 2.36684817191949892e-01,5.42077164242794174e-01, 6.72545205323378914e-01,4.44339061003074409e-01, 1.80978317473681316e-01, 4.05159189695117661e-01
8.82008797438633141e-01,1.27937371446075532e-01, 7.37860827302097566e-01,8.42281611559663634e-01, 5.54658382093643043e-01,1.05869206658951165e-01, 2.37021964859186945e-01, 3.12340094273715063e-01
1.18937630113263970e-01,1.74871097580407975e-01, 3.46922536721780528e-01,4.41016238536467875e-01, 6.77886627710967082e-01,8.72135386223851339e-01, 1.02041739749400839e-02, 1.87746526707316674e-02
5.07199507952837969e-01,3.07687730304900819e-01, 2.61313603585064058e-01,7.70300045764870767e-01, 9.88996977381328857e-01,9.04411701941585044e-01, 3.69611456338884259e-01, 4.99516434320167901e-01
9.03612754477598035e-01,4.51008762564646393e-02, 1.11999958571193714e-01,3.00022729107093822e-01, 9.72129365805463053e-02,7.92677117280141563e-01, 3.86221982593226487e-01, 7.83608419156559100e-01
3.76415946707708726e-01,8.82180777936009464e-01, 6.84637929506751175e-01,1.55315374027357400e-01, 1.03515190911017685e-01,9.17730383627051505e-01, 1.87404948135321159e-01, 1.95491534911514969e-01
5.54510425008319041e-01,8.85619813837168479e-02, 1.49681659076768780e-01,2.07148649253413142e-01, 6.34409626733683618e-01,3.55295741282118938e-01, 1.17456478950012211e-01, 2.31732804805905274e-01
8.98806736637735471e-01,1.94820108053668339e-01, 8.31434153128818298e-03,4.09707514490686320e-01, 4.00141411047532314e-01,1.60439388293126428e-01, 1.37772667981198416e-01, 2.96671068677977934e-01
8.91728929961565830e-01,1.05016638350504121e-01, 6.84095882538704458e-04,6.36755015790379075e-01, 8.52534880352201485e-02,7.11877877167976014e-01, 1.11906628916085951e-01, 9.89300963032016645e-01
6.23344214256428386e-01,4.44086684041780089e-01, 2.26395526155104276e-01,4.06578066978136476e-01, 5.19674929828422782e-01,2.76194032017408442e-01, 6.27562764720544231e-02, 1.95529171784835032e-01
8.49325531741436435e-01,3.71371482148986853e-01, 6.62575659675639361e-01,2.27104526418850705e-01, 5.76661992636570586e-01,2.76733569605756125e-01, 2.16627206652414972e-02, 2.18334709648371067e-01
5.28878565792325506e-01,8.25877235266582188e-01, 7.17846942991749004e-01,4.50967177212560522e-01, 1.82454709867820974e-01,2.77071700964226286e-01, 2.33584679151132790e-01, 4.14948185002599501e-01
9.83676579700217046e-01,9.54732059466363858e-01, 5.51994841623840826e-01,4.19749929088817586e-01, 8.76668795810688462e-01,4.87521613414379051e-01, 1.44438965206959730e-01, 4.35487637523783389e-01
3.90393093678854664e-02,2.68825266042515776e-01, 6.20218736595283593e-01,4.48765231053005698e-01, 2.34584473714931407e-01,5.96205295891902853e-01, 1.55080148202977330e-01, 3.75625183346818159e-01
6.44760031248271748e-01,6.85681029844742107e-01, 5.48281111760266837e-01,9.68733620313006916e-01, 6.61472149679900090e-01,8.97066031453950474e-01, 2.51246049655114399e-02, 1.87536460303189184e-01
8.94154408179706706e-01,4.80268567350335185e-01, 4.77051361258736928e-01,3.08372216917439435e-01, 1.61089811100082803e-01,5.33734959741750559e-01, 1.48312124043880056e-01, 3.82151207690155204e-01
4.01905635002493988e-01,8.65187193844859870e-01, 4.31064081347051431e-01,1.97551510502085192e-01, 8.83084358516854406e-01,5.71938318510878618e-01, 3.12701404286486351e-01, 5.32773850084863887e-01
3.73921129545248032e-01,5.38292546147599360e-01, 5.34444264681402714e-01,1.97747007506741679e-01, 2.69153510030373577e-01,1.64784850823246676e-01, 9.56347716707581091e-02, 3.57739614757613233e-01
3.80595652849805899e-01,6.92971081262412469e-01, 3.24283277854576890e-01,7.66115142010274752e-01, 4.88256556448513290e-01,9.55686000497859123e-01, 2.26688567218213746e-02, 9.04410566550545719e-02
5.77175460399256712e-01,5.12873553684899397e-01, 9.11882281236383596e-01,4.20858585186912992e-01, 5.51084348509250033e-01,9.63109491571367826e-02, 1.41827117879757186e-01, 2.92252340438223290e-01
4.62244407652931288e-01,3.57562041870438829e-01, 2.15365346573106797e-01,4.00759492269989193e-01, 4.33078435581130794e-01,5.65260451590843260e-02, 7.55793798512546106e-02, 1.85560621330343567e-01
7.95096390786773299e-01,3.13026903616886010e-01, 1.70115320764159250e-01,5.28494549750122666e-01, 4.41989750756544675e-01,2.30422337815420208e-01, 1.27709346484682990e-01, 3.16552081867478130e-01
3.13048402318213070e-01,1.49542927194910802e-01, 7.93035677666055983e-01,3.85363594674864696e-01, 4.29999261959852275e-01,2.78131788440627581e-03, 9.80231347616594278e-02, 1.85856445852184776e-01
7.86022448106003302e-01,7.47470443877264246e-01, 4.53757154641447835e-01,5.54085238789656098e-01, 7.89697639044223409e-02,8.12255326479597972e-01, 1.58259296371997760e-01, 3.47745049505581716e-01
2.00758611097535011e-01,2.68745894092070947e-01, 7.24211666256497910e-01,4.12358858438141018e-02, 4.40601866852851409e-01,9.23756331261830876e-01, 3.97433955592699562e-01, 4.28744352236315851e-01
4.50423688570354086e-01,9.32657283797669878e-02, 4.16152800202069129e-01,9.50023854214854580e-01, 8.07961939873798163e-01,6.77290468891060038e-01, 3.26338848787472435e-01, 6.83594585475637562e-01
5.70607751815886521e-01,5.36337340581843902e-02, 4.56455367681712909e-02,7.17245208695903580e-01, 7.81137945010922152e-01,6.15760636153142471e-01, 4.34805635623600861e-01, 5.85627647852548949e-01
7.63175670523721372e-02,1.99379210952221886e-02, 2.81741625220749525e-01,3.56974689848854498e-01, 8.75792194841305993e-01,8.57351680814948391e-02, 2.55936007758267969e-01, 3.91912122730357693e-01
2.56996455383039502e-02,2.62265285185877328e-01, 6.87354634550456756e-01,3.08541289905540306e-01, 8.85147887018029933e-01,9.53236372349942407e-01, 4.17412636206232923e-01, 6.18981068675323765e-01
7.05906911753666155e-01,7.17060804312198985e-01, 2.20622594742721834e-01,6.33825844247266290e-01, 4.76027289889946470e-02,9.78469399340063162e-01, 1.81651413861883188e-01, 4.71043826065924709e-01
9.92575822012431441e-03,5.57099568452990801e-01, 3.93566403146585420e-01,9.79293623112326594e-01, 9.43307534069273701e-01,1.84127325427660526e-01, 5.37155548344790179e-01, 5.55660223036200107e-01
7.95255114185289380e-01,8.35735307690329221e-01, 8.44070561914520234e-01,6.78228738589200963e-01, 7.99546462079709030e-01,8.31589230421933001e-02, 3.60614376833752193e-02, 6.04314277472846745e-02
8.23803047889430484e-01,7.89117202268498796e-01, 1.89623138927236035e-01,4.28742297479933754e-02, 9.17914648582975556e-01,8.38746719549879893e-02, 5.17480764320703890e-01, 7.09417409844794733e-01
5.85000394276645519e-01,1.48117116506940594e-02, 1.57867552663933486e-01,1.28046368019483658e-01, 1.58046155361330820e-01,1.27431897606851141e-02, 4.92295501615913692e-02, 4.26956930812084412e-01
5.44868479103729153e-01,4.10545398724313726e-01, 3.58001816822747343e-01,6.36336219711712392e-01, 3.07636278052987655e-01,2.57800683560285737e-01, 8.21077485436557120e-02, 2.15014080276975994e-01
1.77003209826120056e-01,8.00651522476739319e-01, 5.33640220347832983e-01,2.31704468209805503e-01, 3.74102070279086374e-01,9.01907718022561311e-01, 1.48250522930348572e-01, 2.15189468268584067e-01
8.76882803616720330e-01,5.63751990988103913e-01, 4.82522831951817777e-01,4.83514483060290101e-01, 9.88477671091497645e-01,8.44463419531383486e-01, 1.01747256942631259e-01, 1.63709818597179924e-01
4.04125206993557917e-01,2.81040874049178324e-01, 8.60387404817334445e-01,2.10315335268384751e-01, 2.36505932924954476e-01,6.05377328763031852e-01, 1.36127500193567091e-01, 1.84343273944914399e-01
9.97550701753501246e-01,8.48011831008535055e-01, 4.61362725566817788e-01,2.39135110738318390e-01, 9.33453023297186046e-01,2.61094182607680247e-01, 2.75670601848885699e-01, 5.83305493025388477e-01
2.69526591110509917e-01,9.90439999947716476e-01, 2.38232635580037821e-01,5.94860726907662229e-01, 2.00792888731786912e-01,3.37041694088290100e-01, 6.74221049307600039e-03, 2.58794916551383473e-02
7.13798859168803812e-01,3.39406078422738844e-01, 5.37915991282062689e-01,1.72558880330632491e-01, 1.03551919701399764e-01,3.07851022938811170e-01, 9.62679983395811623e-02, 2.11603005091828000e-01
4.17320941523604882e-01,5.04198279887733025e-01, 7.87230609600102160e-01,6.20966027545786114e-01, 4.57336820435205627e-01,3.83161694049136692e-01, 4.94451673437326447e-02, 1.21585361277099041e-01
7.61440292543192565e-01,5.68142249663242893e-01, 1.75808881450334131e-01,6.32647336101832547e-01, 7.92872505641649683e-01,3.35168280716388267e-01, 1.34409336559378090e-01, 1.96210419164655508e-01
9.37256626488315758e-01,4.32361933406260057e-02, 3.40002829043883903e-01,5.15657728439150254e-01, 9.96850288984618138e-01,5.99542297542017377e-01, 3.60409262794445295e-01, 5.44275106186090873e-01
6.20579838583507848e-01,7.72194490295226688e-01, 8.62799973007601140e-01,3.91651043747404337e-01, 1.59925166353195314e-02,2.87573957072784658e-01, 3.47456593935097147e-01, 4.07249210425564723e-01
5.31617401442040061e-01,9.44238779820742002e-01, 1.43007430422343096e-01,8.15530221015194234e-01, 5.01059293694426033e-01,8.63832235148731420e-01, 2.73136949867639547e-02, 7.55993852276706790e-02
1.05471968860896381e-01,6.52965728627840525e-01, 5.37281023597552476e-01,8.81915343183431677e-01, 7.64728578438008677e-02,2.24261086606348137e-01, 1.78479210942698363e-01, 2.22257885550732753e-01
1.32026907426120443e-01,2.35677772003061836e-01, 1.57857885966056211e-01,4.46824593238426493e-01, 2.72015967889422949e-01,1.20018868109221688e-01, 3.25458277889858691e-02, 9.40167434654462369e-02
6.22720946643762985e-01,7.34249205683410566e-01, 8.48269319803583111e-01,7.34006539594924678e-02, 9.48556261493212927e-01,3.05181702325953097e-01, 1.18552318560745662e-01, 4.69426983197133996e-01
2.05935407867956499e-01,2.74933076466142179e-01, 9.42278997055790324e-01,5.65952609592432321e-01, 2.22801162211562209e-01,7.65743657897520635e-01, 3.56496961187649952e-01, 4.77428291814854910e-01
7.62263743481290890e-01,5.76860811899562176e-01, 3.04286810951037823e-01,5.04405101812415491e-01, 1.65251170076844422e-01,4.47363003035057716e-01, 1.60500393361808144e-02, 1.06799406059836191e-01
9.80949425247634399e-01,9.93841334602020288e-02, 9.48092915457701579e-01,4.18355060755695507e-01, 3.87814923635760089e-01,3.79828952877705794e-01, 1.79978224035362760e-01, 3.20473472002181736e-01
4.99536745957283146e-01,1.10922077646732120e-01, 2.68807399089720733e-01,1.26111506961009368e-01, 2.72714282463446644e-01,1.76634334006303240e-01, 1.17164422149078091e-02, 2.31213657697797004e-01
4.08238094670208440e-01,6.99398400815601895e-01, 5.19943898386518777e-01,6.25022605640244033e-01, 7.89050804105837611e-01,4.34647636713194507e-01, 1.25094881140927830e-03, 3.79491785271198704e-03
3.98986748437101246e-02,5.48108414703459612e-01, 3.77658290006152364e-01,2.00880091869100497e-01, 7.23589084971481222e-01,7.64715493935701707e-01, 3.10557798169543819e-01, 4.69477154306482014e-01
7.52756950542594838e-01,2.82783257709196656e-01, 3.08806770773398798e-02,4.73894456222678118e-01, 4.66185181692311934e-01,2.42691126038904526e-01, 8.37086328105347416e-02, 1.69830728904997064e-01
4.93668611712327565e-01,5.28091295399040539e-01, 9.09986581367237202e-01,9.07499715994170342e-01, 8.62562710871799032e-01,8.29244689964560910e-01, 1.45859577487569315e-02, 1.59403447496791112e-01
6.91047231376654914e-01,2.75176794627380317e-01, 6.59196706507087504e-01,3.31854398011946161e-01, 6.62684641719921697e-01,8.34073407954920021e-01, 1.61936268747822874e-02, 3.22433759556943131e-02
