vec1_x,vec1_y,vec1_z,vec2_x,vec2_y,vec2_z,result_x,result_y,result_z,norm
6.41336443417355961e-01,6.68357868742190053e-01,4.36636509163241815e-02,9.21763681797973078e-01,3.67572091655043121e-01,5.36717659471535713e-01,3.42669931504083203e-01,-3.03969027215389875e-01,-3.80330631888923798e-01,0.5953748743575862
6.63066032554025964e-01,3.48887342396545175e-01,7.32446908017648779e-01,5.73380945656350893e-01,9.44134611817039726e-01,9.95041930703773225e-01,-3.44370942401467151e-01,-2.39807404454419226e-01,4.25978236943597821e-01,0.5979601956244378
4.00425988056967053e-01,2.03201586363798703e-01,5.52300725399476944e-01,1.60512793843441970e-01,1.27672998354256495e-01,5.69134460884198834e-01,4.51351357009924514e-02,-1.39244896361194886e-01,1.85071321735258906e-02,0.14754265681041284
5.99647837910024517e-01,6.81368775797332682e-01,9.43720915918816905e-01,5.66236403904492813e-01,9.42956465022645185e-01,5.15103549139971695e-01,-5.38912264156376830e-01,2.25488408177761057e-01,1.79626000153820575e-01,0.6111766934463007
8.04246446850562124e-01,1.00722630329808105e-01,8.29858167751454934e-01,5.53246499589563179e-01,1.58402373883495762e-01,8.87551562441611930e-02,-1.22511850966193686e-01,3.87735107415267843e-01,7.16701037090758247e-02,0.41289740967359173
1.63824399598521131e-01,8.25657270868068616e-01,1.41087432327169138e-01,6.30917589567766668e-01,8.16935003777321755e-01,5.93796034720948662e-01,3.75012751418850820e-01,-8.26373614997906458e-03,-3.87087808640347197e-01,0.5390174622958697
2.18611187442356081e-01,6.31515041905204466e-01,8.29733561264881181e-01,1.21803892072825826e-01,4.00926701463886648e-01,3.42323978741485901e-01,-1.16479598031726750e-01,2.62289256628409073e-02,1.07260722777796635e-02,0.11987702834808524
3.21377063101192295e-01,6.74315046968684495e-01,8.71484166749261102e-01,9.32651672023678824e-01,8.11309434144754205e-01,3.70342400810500183e-01,-4.57315872794427758e-01,6.93771612146537819e-01,-3.68164812814337883e-01,0.9088466244228185
7.25182880549667064e-01,5.50133512015187343e-02,5.62640573060624316e-03,7.08182573123278480e-01,6.75590598179644508e-01,5.20167430738147640e-01,2.48150067376477351e-02,-3.73231993303073051e-01,4.50967239450161150e-01,0.5859090001371149
5.31775526315215741e-02,7.24513816601229155e-01,9.76009043350400951e-03,7.90287218842204542e-01,1.96027049728290215e-01,6.48748246925895944e-01,4.68113826660876420e-01,-2.67855693211668973e-02,-5.62149770380408365e-01,0.7320248532486406
5.40918123703284848e-01,9.07981332581211054e-01,1.50169215136104817e-01,6.27276039740788716e-01,9.91326353803158145e-01,5.17352882195336039e-01,3.20880058896094722e-01,-1.85647999768029426e-01,-3.33285431832830437e-02,0.37220959660620173
6.25510088748865600e-01,5.30094419730012922e-01,9.16277220966668748e-01,3.59050803077686997e-01,3.07017269341533394e-01,5.49630603308425503e-01,1.00431853856012832e-02,-1.48094154246721232e-02,1.71157228219528945e-03,0.017975367523009118
9.23083107263929170e-01,3.55587227682617968e-01,2.16109141665345783e-01,5.80358156462221109e-01,4.34823313179377613e-01,8.21752225974186179e-01,1.98235302888903953e-01,-6.33124895101769170e-01,1.95010107121020265e-01,0.6915007664409588
9.59534203077636483e-01,2.26328425729511507e-01,3.64443900830213274e-01,7.24583296031167112e-02,3.55921513193792061e-01,3.69081526317284414e-01,-4.61797838405015454e-02,-3.27739351937332057e-01,3.25119485850528300e-01,0.4639486343589878
2.40982368198665808e-01,9.40472413012922948e-01,2.71867960636953621e-01,8.39899821062320195e-01,1.54279518431305052e-01,6.21701864576782448e-02,1.65256872313458009e-02,2.13359932727631318e-01,-7.52723967687476958e-01,0.7825528293752348
8.24889919686021433e-01,9.53688941943873325e-01,3.03194219200502491e-01,5.80009366522258429e-01,9.07238054807134819e-01,4.80808792001698682e-01,1.83472694465179942e-01,-2.20758838806920016e-01,1.95223007089810885e-01,0.3471436547351561
8.53079571972634843e-01,5.02240137964753530e-01,6.92319655138231793e-01,8.94604187315139798e-01,8.50495443042213584e-01,5.28361668703920540e-02,-5.62278268085108501e-01,5.74278607828766940e-01,2.76234158054125933e-01,0.8498576823482904
7.26426121623420351e-01,6.50858817413005108e-01,8.16881072604009217e-01,2.01402638140447898e-01,4.80096444436640013e-01,7.38899501721740792e-01,8.87375573928972927e-02,-3.72233896235755757e-01,2.17669915253350998e-01,0.44024154688683137
8.49587327475079590e-01,5.92271727342415288e-01,4.70737049206280456e-01,8.71896780795004100e-01,2.94227627977776462e-01,4.58222111765644313e-01,1.32888156252705697e-01,2.11344184789343803e-02,-2.66427748302777212e-01,0.2984789285399796
7.02159893942061908e-01,9.17161684274351963e-01,7.75502689910471887e-01,9.88490605462090666e-01,2.48799415599147311e-01,7.90934504469658406e-01,5.32470206224799680e-01,2.11214635713549703e-01,-7.31908737325040804e-01,0.9294226931969242
4.28986087007253603e-01,9.86824535802783842e-02,2.17046402210672840e-01,5.92809691114894344e-01,9.28890389692662688e-01,5.19678501912998692e-01,-1.50329167489164195e-01,-9.42676363853407751e-02,3.39981138707513564e-01,0.3835002223526364
2.45135926003247739e-01,4.28549575284185580e-01,3.35084942035978273e-01,4.60786226815403932e-01,6.48787653758490124e-01,6.67327516775005347e-01,6.85839505360567869e-02,-9.18342266867200330e-03,-3.84285795149818254e-02,0.07915080066924808
8.13446044907890298e-01,5.02264181540871379e-01,2.60609612708487814e-01,9.22781190184407518e-01,2.07070304411438588e-01,3.22831399459461266e-01,1.08182136789106736e-01,-2.21202764737421231e-02,-2.95039419087925026e-01,0.3150253008367297
3.78369446481105154e-01,3.78917850310086957e-01,8.62321893817015961e-01,7.08952784982303630e-01,3.82859788494136044e-01,4.31330264720015233e-01,-1.66709641199256631e-01,4.48143314660127023e-01,-1.23772419004444523e-01,0.493907022271968
8.27921415716386222e-01,8.67937055302115623e-01,7.19512469818592071e-01,5.92914107898967035e-01,1.78133424400845897e-01,7.17898633444322032e-01,4.94921605769181649e-01,-1.67754558777409191e-01,-3.67131647940554140e-01,0.6386506359249128
8.52578350896364690e-01,2.17345560456182363e-01,5.12588237783399014e-01,1.92445613580429442e-01,4.89258609847019299e-01,7.85920779002436398e-01,-7.99718164553951671e-02,-5.71413683762746261e-01,3.75304099004247271e-01,0.6883038981059726
9.51311699629070029e-01,4.44075247558398556e-01,3.95765583890628103e-01,2.26633429168058287e-02,5.18311105723652354e-01,6.76076038583403149e-01,9.50989368085078390e-02,-6.34189674200882791e-01,4.83011189306308875e-01,0.8028325850638011
2.04735865180522003e-02,7.51543310421954769e-01,2.18282562788555956e-01,7.49742069414975121e-01,5.57566162466834214e-01,3.86108397187694297e-01,1.68470212136713815e-01,1.55750596667127483e-01,-5.52048257743934290e-01,0.597827516611329
1.25584906779391492e-01,1.80700899331649012e-01,4.53238096409684932e-02,1.02070081699248916e-01,6.62941915136098125e-01,5.92826592005730513e-01,7.70772451585044621e-02,-6.98238673404091570e-02,6.48113430546089775e-02,0.12254298984494162
3.09333571837037580e-01,5.43841064775637539e-01,7.42528978021759212e-01,9.97097592501795305e-01,4.55370522265250655e-01,3.04784785584758966e-01,-1.72371326199021624e-01,6.46093689981795394e-01,-4.01401226229793795e-01,0.7799178641040888
1.04643529560373594e-01,1.85529430346021873e-01,9.86153089053380394e-01,1.73283875518881358e-01,6.18988956170147042e-01,6.35592278749202433e-01,-4.92496797808448517e-01,1.04373809716448912e-01,3.26239304193665508e-02,0.5044911385171289
1.85866419722562015e-01,7.19825955188554967e-01,5.38304950205011346e-01,1.02931752475328708e-01,2.00821668781774321e-02,8.75238684645682774e-01,6.19209192351687032e-01,-1.07268808827031201e-01,-7.03603465868675310e-02,0.632358442350399
2.18040074012078366e-01,7.07344794569220170e-03,4.37038777034458481e-01,4.93162487679398298e-02,1.92962517842595993e-01,3.14413152171133858e-01,-8.21081177460945000e-02,-4.70015539202973398e-02,4.17247257534197960e-02,0.10340136270827009
8.16879828258446294e-01,6.09719707093478669e-01,9.22549760606515834e-01,4.10115563725080179e-01,8.72739187726913057e-02,1.26952133866429340e-01,-3.10931499500748110e-03,2.74647377825726957e-01,-1.78763237610455095e-01,0.32771503643753946
3.96129334089449170e-01,9.32234145163013839e-01,9.71270407520641310e-03,3.54179500767689004e-01,7.51646401704087030e-01,9.75546371134125345e-01,9.02137118292156037e-01,-3.83002493690278834e-01,-3.24290355546589804e-02,0.9806089601469349
7.16225598605370939e-01,3.77386186285663672e-01,7.92686552778157916e-01,6.28313130380779850e-01,6.93464555593793164e-01,2.98779673749906549e-01,-4.36944706431329155e-01,2.84061718704149424e-01,2.59560370374162575e-01,0.5822227429260113
9.05271199052820386e-01,5.81404118013379656e-01,9.84881636556586781e-01,8.73159559975652311e-01,4.39545998580091801e-01,2.05243544611631079e-01,-3.13571340390594866e-01,6.74157746675427383e-01,-1.09750230679125815e-01,0.7515721961667857
7.20273266148079183e-01,6.80883021201656002e-01,1.02394236479596001e-01,7.57893286250423515e-01,7.73413444492753621e-01,3.87939986268411863e-01,1.84948670763475292e-01,-2.01818896600366005e-01,4.10323572569919470e-02,0.2768041404752303
9.92407646582484260e-01,3.99163090905690909e-02,3.60785459181702128e-01,8.10796588838426424e-01,9.30606567029898857e-01,2.11437127092820587e-02,-3.34905338631563576e-01,2.71540437437194693e-01,8.91177065830693116e-01,0.9899961402299046
3.10296196140215641e-01,7.70474215571813170e-01,7.96571651581412077e-01,8.10551289411752252e-01,2.39499877995326460e-01,6.00263850022718426e-01,2.71709005614086618e-01,4.59402589955632212e-01,-5.50192967772245911e-01,0.7665434268035766
8.19492531311196482e-01,2.09996674067272293e-01,3.91705071556869178e-01,9.90540572999708546e-02,7.78343000507470517e-01,2.47077309383506361e-01,-2.52995487501540217e-01,-1.63678033093565961e-01,6.17045253128356008e-01,0.6866892016201779
4.47279665693279815e-02,3.79866530954376835e-01,3.38294554047625984e-01,4.37862175937547393e-01,7.49019100963435047e-01,5.35569493300732669e-01,-4.99441572284363422e-02,1.24171455151208643e-01,-1.32827084501850545e-01,0.1885629960858947
7.98434391947118738e-01,4.62227964074861553e-01,2.03285669664263868e-01,4.46738935137596993e-01,7.29553265703540399e-01,9.46825013308171815e-01,2.89341274062295095e-01,-6.65162030186486231e-01,3.76005189633418002e-01,0.8170304779560325
6.61413699326665827e-01,7.49785487153438623e-01,5.82436304149730688e-01,3.42882267092535442e-01,5.38817227260418918e-01,5.21634850371228032e-01,7.72875259440383711e-02,-1.45309355677888580e-01,9.92929478749983163e-02,0.192216700657827
4.77996009961501933e-01,1.10307674370847764e-01,1.14880907720234071e-01,9.95734092074089916e-01,8.59815154989265085e-01,9.58189114093325633e-01,6.91926730631714504e-03,-3.43619736979701385e-01,3.01151101400838617e-01,0.456962127289553
1.90071250695093008e-02,5.89442305244518017e-01,1.08239521804130989e-02,7.50739992545676249e-01,6.87133872467504681e-01,3.84137284319172601e-02,1.52051724628158511e-02,7.39583923854646857e-03,-4.29457472391889583e-01,0.42979020033139076
2.79024098503470319e-01,3.63572704881723885e-02,8.58631892283771125e-01,1.28934121994260353e-01,6.79409980626918042e-01,6.91592315192155804e-01,-5.58218668431188392e-01,-8.22639731305408045e-02,1.84884064610185694e-01,0.5937655769805915
8.47877155570829100e-01,9.53347620917360028e-01,4.19992172304496370e-01,5.89076250691616732e-01,9.65153817627555810e-01,9.49217574197892877e-01,4.99577267621133914e-01,-5.57412482647791752e-01,2.56737431442607633e-01,0.7913281435909635
6.10670737093636951e-01,1.74204845619911897e-01,7.19479620706500733e-01,5.44186750245957196e-01,6.50726861026710179e-01,3.94050483221536352e-02,-4.61320164795423315e-01,3.67467766756364611e-01,3.02579883054811261e-01,0.6628751312888799
2.88902785554669195e-01,7.45904443710588283e-01,6.97746139752586370e-03,1.22037706424574677e-01,2.79283800329562570e-01,5.94353457189347290e-01,4.41382192916531191e-01,-1.70858856000430187e-01,-1.03425996468338027e-02,0.4734109824085584
9.10610376081799511e-01,2.08405401795922374e-01,1.76803806055165547e-01,3.56967800711568972e-01,7.60528198798765209e-01,8.27407519184457874e-01,3.79719163247030089e-02,-6.90332606412520700e-01,6.18150851193455919e-01,0.9274219367347682
1.82237308175420276e-01,9.67005617629144831e-01,8.13152218638286794e-01,1.45775018035660286e-01,5.13628920873002603e-01,2.26494777125255897e-01,-1.98636774720887560e-01,7.72614808386350438e-02,-4.73629094095314729e-02,0.21833265875867242
7.73977726037576419e-01,9.70787082653615130e-01,1.30254602875337189e-01,2.26217935159900851e-01,5.21099086015619384e-01,8.68924481714428820e-01,7.75665108142189252e-01,-6.43062267148181710e-01,1.83709636316823716e-01,1.0241751168109159
1.33922173559393287e-01,3.81346931740829009e-01,2.20998194828741612e-01,9.08843650483006193e-01,6.82985834096283329e-01,4.15912994780032408e-01,7.66850800162377499e-03,1.45152833865769604e-01,-2.55117790131379418e-01,0.29362090871692575
3.39530553535318358e-01,6.42766885991469139e-01,7.70706241380621604e-01,8.89660760857628352e-01,8.90062547707986762e-01,8.54900685876276101e-01,-1.36474909045017578e-01,3.95402198011111428e-01,-2.69641047340910378e-01,0.49766916058961
2.29254234570706150e-01,6.31167218225902049e-01,4.54725432654508710e-01,7.13391798825691037e-01,1.97609349548040325e-01,2.96089423007408703e-01,9.70239404958898738e-02,2.56517640337145081e-01,-4.04966736995332643e-01,0.48909406345419265
7.21892002533599753e-01,1.28385085527316312e-01,5.83020349018074979e-01,7.51972179492234383e-01,9.23689037905286447e-02,8.40780682749924568e-01,5.40907493381934668e-02,-1.68537768222465301e-01,-2.98616396490948288e-02,0.17950628402345448
1.27399243522413164e-01,6.02578922685349183e-01,1.54200560460181491e-02,2.81208467249461691e-01,7.28513024438470991e-01,9.01607085165299416e-01,5.32055714397288604e-01,-1.10527810278905528e-01,-7.66382870354924417e-02,0.5487924080265628
8.76096850081839240e-01,1.56182923303332166e-01,2.89563370986630542e-01,3.63073564601534837e-01,1.72717917858510317e-02,3.38294801474326001e-01,4.78345927800904180e-02,-1.91246204688565541e-01,-4.15741283147754576e-02,0.20147373828703136
7.35243444926435008e-01,7.72619230825576264e-01,1.10096594395354686e-01,7.78416674943779308e-02,9.60614242849990307e-01,1.02833147473109343e-01,-2.63094893614093384e-02,-6.70372951075704493e-02,6.46143355892739413e-01,0.6501441567299739
3.23257111753620263e-01,6.65075347315738807e-01,7.50631971331773284e-02,9.06121702759756231e-01,5.63402507772464589e-01,2.01854331054214797e-01,9.19575458268170609e-02,2.76554394936132097e-03,-4.20515338756000001e-01,0.43046136713635574
1.81295009809051111e-01,9.78961060846344600e-01,4.62919258815019941e-02,2.06910972522707404e-01,4.06937682131234379e-01,4.54631631324984742e-01,4.26228735076601972e-01,-7.28441386564773474e-02,-1.28782014087923835e-01,0.4511784683405741
1.48086755098385647e-01,9.17865371804744257e-01,9.85671205829731334e-01,9.40285997041164112e-01,2.28091574717466106e-01,6.03151260160892155e-01,3.28788358170710171e-01,8.37494119577646745e-01,-8.29278615111792239e-01,1.2236017351562807
1.42534299469013526e-01,6.46371972819825280e-01,8.40512546410654093e-01,1.75096423206629992e-01,2.98477183596961071e-01,8.91875506946080421e-02,-1.93225484537120074e-01,1.34458455477189043e-01,-7.06341842302874862e-02,0.24577296862306533
9.91932382700951076e-01,3.20468059807337058e-01,4.45106919468121087e-01,2.38644674142169944e-02,1.88044146908084131e-01,1.90142264156584639e-01,-2.27652284726332921e-02,-1.77986029561505166e-01,1.78879279124934037e-01,0.25336747787894215
2.41097447532422016e-01,5.40345639206986861e-01,6.09033150038624904e-01,4.73650234407740567e-01,3.43111783464057574e-01,5.74706487728917192e-01,1.01573694169798528e-01,1.49908427006114148e-01,-1.73211463460108350e-01,0.25058324546692995
2.42507678642165825e-01,8.38715115620749296e-01,9.71169877170018792e-01,6.97348375027362688e-01,8.70321222247135040e-01,2.63538857523047287e-01,-6.24195731150207989e-01,6.13333539150113349e-01,-3.73817043708850938e-01,0.9515973535060779
3.04589436888148435e-01,8.07825763053389156e-02,3.68940733960579803e-01,8.17317997990652190e-01,4.67079778347567642e-01,8.40017555033579444e-01,-1.04465974004372186e-01,4.56814279940256918e-02,7.62425131303201137e-02,0.13715995551429197
8.43111478056210450e-01,9.60014086192057303e-01,7.68684225694697632e-01,2.93519408842776830e-01,8.90337129280616146e-03,6.64525449200463747e-02,5.69514981182718608e-02,1.69596836144538271e-01,-2.74276232529470199e-01,0.32746604663493417
3.76870135164611986e-01,5.37775529478094261e-01,9.95658703727149486e-01,7.06730699435793697e-01,9.90118719465366892e-01,7.91737128746998420e-01,-5.60043467139489159e-01,4.05280493358700977e-01,-6.91630045358249124e-03,0.6913384110510976
1.39110658299885781e-02,2.17411212489091010e-01,1.53967848749782865e-01,5.38196937138263443e-01,3.75884991627747911e-01,9.48735075328403954e-01,1.48391439519822921e-01,6.96671085267879381e-02,-1.11781087798106638e-01,0.19841506223716115
7.17964537164386019e-01,5.13563423765018290e-01,6.94668258723022736e-01,8.62668858737828281e-01,2.40395651206206873e-01,1.04418797999079160e-01,-1.13369553022167918e-01,5.24299679977314081e-01,-2.70439620214264487e-01,0.6007332171258684
6.49647051456939462e-01,7.09400894189817444e-01,2.51435713061986643e-01,3.18616529082778044e-02,6.75358041839344780e-01,4.25324998329726367e-01,1.31916803314367809e-01,-2.68299973657508073e-01,4.16141675495164787e-01,0.5124068822188321
8.62217560386821624e-01,4.98739213383179947e-01,1.58216801398165630e-01,4.06316306404047589e-01,2.89874481825624364e-01,2.95727849077368043e-01,1.01628061502945302e-01,-1.90695678214765019e-01,4.72889934973700909e-02,0.22119980443171725
2.65814072260228573e-01,4.06540490074472238e-01,9.73837603791513851e-01,5.80077831749802209e-01,4.56697838743592155e-01,8.17003266623144819e-01,-1.12604620533404975e-01,3.47730640332796881e-01,-1.14428413692022404e-01,0.3830016457559963
5.17358911138522504e-01,6.49358293749306648e-01,3.36254797594353172e-01,6.67965141235008719e-01,9.22845398478841727e-01,8.73982423600126457e-01,2.57216542679478744e-01,-2.27556111661906951e-01,4.36935861098295408e-02,0.3461954119421681
9.02634042406140757e-01,7.66649340806524582e-01,5.88831647450971829e-01,1.65519970215609047e-01,1.42164151076241585e-01,9.69576557217328716e-01,6.59614477165432533e-01,-7.77709410515213362e-01,1.42642631507297613e-03,1.019767238335386
2.80198830701504309e-01,1.47454296817038255e-01,1.98609126655168167e-02,1.93765820378731024e-01,7.87735003279106949e-01,5.61446185143256060e-01,6.71425163272105496e-02,-1.53468198542856454e-01,1.92150824030329098e-01,0.2549167406002867
8.62526654133018544e-01,1.92586953688131945e-01,4.67113789072874375e-01,7.89812863255889286e-01,8.40748108515304016e-01,2.78179251124362925e-01,-3.39151340071148888e-01,1.28995460492428965e-01,5.73059999688216415e-01,0.6782781314050811
7.67590518361213059e-01,2.97408836130997889e-01,6.07860812519759319e-01,3.11779185140196313e-01,8.92758569502115740e-01,4.98930929481637642e-01,-3.94286482394643256e-01,-1.93456301981183854e-01,5.92547128553127411e-01,0.7375630620712597
7.00552240512178237e-01,5.27869512625930293e-02,7.37742640194130161e-01,5.33644638810892857e-03,2.50139171275677974e-01,8.47699371099263077e-02,-1.80063586094135641e-01,-5.54488453228174083e-02,1.74953862141631167e-01,0.2571114998653052
4.28386074805548245e-01,6.88810993147949135e-02,4.17741654207556601e-01,2.66426778210713811e-01,4.66369704579016831e-01,3.67712441360421249e-01,-1.69493614670495119e-01,-4.62253263566227979e-02,1.81434517782775140e-01,0.2525536585637094
7.41730785711411711e-01,1.34944494711218499e-01,3.47353447196626419e-01,5.61310874435555052e-01,8.76264167506769165e-01,6.35478334986358528e-01,-2.18619076423697739e-01,-2.76380577527868654e-01,5.74206297128933785e-01,0.6737161092578314
7.24064311971012065e-01,8.40552758354388252e-01,9.78647972724433490e-02,8.39843164934012454e-01,1.91556317436043622e-01,7.62527229073393764e-01,6.22197745545835401e-01,-4.69927672401274865e-01,-5.67233395682333885e-01,0.9642177020922771
3.60749796499121311e-02,2.62202856521923211e-01,6.59752606812364473e-01,4.75847237093867670e-01,7.68200434036181434e-01,4.80890184416715827e-01,-3.80731458882343166e-01,2.96593351500464952e-01,-9.70556898091680526e-02,0.49228433538077276
5.42868362204383947e-02,1.11925942674675150e-01,5.68621735522999550e-01,3.75726393379712698e-01,7.37945554418495853e-01,4.87757936905729328e-01,-3.65019114989698745e-01,1.87167358649349247e-01,-1.99280131446267356e-03,0.4102128053933909
3.17221995667007484e-02,9.61308551071895279e-01,4.32385060296895163e-01,6.07294091986754214e-02,2.76671139909259289e-01,1.34787461684398591e-01,9.94387198241201975e-03,2.19827344995225660e-02,-4.96030832496827875e-02,0.05515965077802849
7.39803786758107762e-01,6.31355227147198050e-01,7.02939058105768177e-02,7.62062867449568082e-01,5.63665720105710144e-01,3.44150550713474890e-01,1.77658984080777516e-01,-2.01035505206478921e-01,-6.41303405791270875e-02,0.275845408809052
3.80881897557361015e-01,6.69391187658894937e-01,9.52282217468876091e-01,2.42331159211366387e-02,2.52685948901660740e-01,8.87190985749352068e-01,3.53249491887723865e-01,-3.14838220782438560e-01,8.00220694566215751e-02,0.47990815828083916
6.89023249333062471e-01,6.13291632172172418e-01,4.55403272466646802e-01,3.78880438514175522e-01,6.96927626154028701e-01,9.14797745477580193e-03,-3.11772743598642821e-01,1.66240222422238487e-01,2.47835134988159539e-01,0.4315788564522359
2.52045384698811659e-01,2.13783925167155386e-01,4.53269112275506592e-01,6.82509771710908542e-02,9.70501655846700562e-03,8.75415199586058734e-01,1.82750713278420962e-01,-1.89708300916578948e-01,-1.21448571641425626e-02,0.26369406553042546
3.75073817883143090e-01,8.65356825704219346e-01,1.73114144491316457e-02,1.84043122423483418e-01,2.27604101958882699e-01,8.33969741392818875e-01,7.17741259205725846e-01,-3.09614168134436873e-01,-7.38946327254963453e-02,0.7851584967517299
