point_x,point_y,point_z,line_point1_x,line_point1_y,line_point1_z,line_point2_x,line_point2_y,line_point2_z,area,distance
1.27137336231138209e-01,2.23926336430979478e-01,2.17138241431335643e-01, 4.38032542178781292e-01,1.44129609033936901e-01,6.37652074135073077e-01, 5.82510093513790572e-01,4.31350300571853973e-01,8.50039484247528843e-01, 1.70770055633740703e-01, 4.43180671306109331e-01
5.55079889080663746e-01,6.94852318044600348e-01,8.65141488147965765e-02, 8.63081137252781683e-01,4.28011839867754817e-01,1.27750437188947186e-01, 5.63546915909523549e-01,5.55429472640514899e-01,3.92714365264165699e-01, 1.27488347426006010e-01, 3.03748761538595424e-01
4.67547374748251587e-01,3.09071293414742265e-01,5.23482417618870932e-01, 6.38973659623483736e-01,4.73443138645397665e-01,8.07469009188035436e-01, 9.79104734325263903e-01,6.83645670907277458e-01,6.69990872833968298e-01, 1.46987789653977380e-01, 3.47638994146707014e-01
7.20605927124826517e-01,5.61954505866823273e-01,2.96978931222540488e-01, 7.52561595985699050e-02,4.46628609780529318e-01,9.58368477244213590e-02, 1.07001462666354796e-01,3.50188787453410422e-01,1.25985757227430439e-01, 7.09699593682798086e-02, 6.70083958104160660e-01
5.66415443755251657e-01,7.98812384580278589e-02,5.96669198755344743e-01, 8.07745109635418790e-01,3.11903977671830757e-01,9.35724469273413462e-03, 6.54042460392526448e-01,9.93506517629245356e-01,4.45281283899641167e-01, 5.40133346057059205e-01, 6.55858991187747375e-01
5.83833045973952802e-01,4.91794139655004847e-01,9.57175295264599324e-01, 4.06960220776636739e-01,7.10413731555700534e-01,7.13431167693441282e-02, 6.42942719689721942e-01,4.02735576751590552e-02,2.56259077966629722e-01, 5.84474922648440254e-01, 7.96129625945384389e-01
1.25524135252523594e-01,1.30793001909019324e-01,8.48837799644108104e-01, 6.25708486278783504e-01,4.92716103163392427e-01,3.98729784132952125e-01, 2.03421067420378576e-01,7.87764370211690435e-01,3.42930147500820293e-01, 3.87874683484214167e-01, 7.48556092029477704e-01
4.10695736906387499e-01,6.07164368218330308e-02,6.77498903678754871e-02, 5.79022819868377336e-01,1.13943386426839877e-01,8.51196741541377366e-01, 8.07453743015748016e-02,1.05839238165289506e-02,1.11806818478118575e-01, 2.69306718022417513e-01, 3.00034367133514002e-01
9.91516905524393311e-02,1.99556915693746673e-01,9.20393779463299255e-01, 8.55343857773939953e-01,8.60825694224842231e-01,4.30824228931843245e-01, 3.39804047314492430e-01,9.95907469844178772e-01,3.19163260866063947e-01, 5.56609550958244714e-01, 1.02221165662803926e+00
6.74534563506109519e-01,4.61081475560497944e-01,4.87109248051156185e-01, 6.50020192456707391e-01,7.72913046712792706e-01,2.53475358790331562e-01, 6.12396785786062936e-01,2.89499621113218364e-02,3.58734525599448406e-01, 1.44589728072143431e-01, 1.92193369542663278e-01
8.10685877541179711e-01,7.49245083354360686e-02,6.99297821758122495e-02, 8.53298750180063514e-01,5.93918980047853928e-01,1.47426287436447478e-01, 1.18412712585838742e-01,2.78418472470969292e-01,9.01482197662470175e-01, 5.62333567237720433e-01, 5.11593343386471222e-01
8.31036034110223198e-01,9.24359472564274309e-01,6.62946272972401829e-01, 8.45637923207145481e-01,2.16696016744447384e-01,9.07954039538435231e-01, 1.72359128536661022e-02,1.96056951736804819e-01,2.30559395591136029e-01, 7.84833146268067328e-01, 7.33284200321700275e-01
4.00212195810061733e-01,1.05981717694911048e-01,1.37739606467792708e-01, 6.42570573095210040e-01,7.54872696937571530e-01,1.01555221341775859e-03, 1.07789854279725428e-01,1.30126176278474448e-02,2.93560753593447465e-01, 1.89159796724282736e-01, 1.97006241349160782e-01
8.05556497964819762e-01,9.81191644217530357e-01,7.55548931811190094e-01, 5.51308512587273425e-01,4.40778992531383196e-01,2.46156526594064728e-01, 6.61970804419006131e-01,6.47130071882095259e-01,5.24146191093195934e-01, 4.78954855090840750e-02, 1.31775502850566190e-01
2.53563423934426657e-01,2.76372170987159160e-01,4.16080123362424503e-02, 8.93252621004928526e-02,4.99379649452975971e-01,8.88471118634533874e-01, 8.85524269856303059e-01,8.49643184744730551e-02,5.83955657164968445e-01, 6.94119413227883064e-01, 7.32316286235102365e-01
6.31819803210802777e-01,6.00525083807938342e-01,3.18552743769894509e-01, 5.62566416870695751e-01,8.29431903468796805e-01,6.07500747450139267e-01, 4.83081319127403597e-01,6.75169758490542615e-01,9.77018317442083339e-01, 1.32373772887590918e-01, 3.24256702966905730e-01
4.84059217760086757e-01,4.70282754646159540e-01,1.45378156543329973e-01, 5.72687595444418274e-01,9.33152892698522862e-01,4.73576531586968885e-01, 8.31087529664263913e-01,9.19198470059447326e-01,1.88564129585108264e-01, 2.07205242047685340e-01, 5.38245690879570637e-01
8.95282372529224379e-01,1.37123009929359441e-01,7.55097079223818746e-02, 1.79926023249612488e-01,6.38171636411159260e-01,1.33549650782634921e-01, 6.28928329963281629e-01,7.15533916530574410e-01,2.62415369077821925e-02, 2.90758302979604977e-01, 6.21166375070306920e-01
6.38240962626200337e-01,6.63910307511492270e-01,3.03058950707025487e-01, 4.47941432552253493e-01,3.29107650413695052e-01,7.50532142997067830e-01, 5.58343997871928899e-01,4.78682382538744289e-01,5.61760638421923697e-01, 1.63654603185306204e-02, 6.17692059467473686e-02
1.46283699039015280e-01,3.71727427946878519e-02,4.37793114502392999e-01, 7.15965043487574171e-01,7.49023899104073521e-01,6.80608012532011308e-02, 4.16995017247341337e-01,6.04651530782434832e-01,2.41685738792228655e-01, 1.48713024814197736e-01, 3.96925175436175337e-01
7.03053859565768158e-01,3.34279988762082092e-01,6.64368253658798036e-03, 5.22206161416861936e-01,9.75189882726175017e-01,7.14169359763475953e-01, 4.72147973815989386e-01,5.65969944043790751e-01,9.48940921938405624e-01, 4.52664786485780291e-01, 9.54122085575295209e-01
9.98475426335129534e-01,1.09356461679119610e-01,3.06466786091833310e-01, 4.69134513916792506e-01,7.54248655274166735e-02,3.36502001997625033e-01, 4.82869701674232488e-01,5.82568201589254375e-01,5.97896146740690360e-01, 3.02748837033631035e-01, 5.30477529321699448e-01
2.11661468765058536e-01,8.46936998993122137e-01,3.80225854382830741e-02, 7.57629491860271620e-01,3.17162652517935517e-01,5.52350187177585439e-01, 5.84347818387404350e-01,9.99526913459984789e-01,8.63066808201998326e-01, 6.41552840305717686e-01, 8.33683178577581563e-01
4.19263591545117498e-01,6.66805211265273035e-01,6.74931480007928797e-01, 6.73503697705169047e-01,5.19224498184395200e-02,3.61180558340375657e-01, 6.45615329045495345e-01,4.44090353426826456e-01,2.60186614769092328e-02, 3.52093514387160245e-01, 6.81519216891149693e-01
2.82789137313764316e-01,7.05870602237004707e-01,1.62047747741007608e-01, 8.46886847406891130e-01,4.29795608737211343e-01,8.67296074852286991e-01, 2.33463987221024238e-01,3.20782213998733634e-01,1.32830046163494586e-01, 3.63081435668555219e-01, 3.76982243481247148e-01
2.38468961290547621e-01,3.69184565637055595e-01,3.00671799287956509e-01, 5.93394719805032667e-02,7.95993455313802833e-01,3.58123753832345626e-02, 6.63527235887170441e-01,8.95946632133498122e-01,3.40341701500415206e-01, 3.34147282105277443e-01, 4.88563486974268157e-01
3.89991458039858907e-02,7.41557952397871589e-01,6.50191257243697751e-01, 6.77962139681885123e-01,7.41548438775378127e-01,7.78089190847783385e-01, 5.53697148763470204e-01,9.28917314640663072e-01,1.24190591371386327e-01, 4.20059184540211183e-01, 6.07486261365710267e-01
7.30737222739172743e-01,4.89472538105140464e-01,7.70887390711924358e-01, 4.34110898366147024e-01,2.70187786840897726e-01,3.93997726897143297e-01, 6.84081948123321459e-01,8.55098072251603281e-01,7.20848409152682335e-01, 1.90334222123112629e-01, 2.66146547407151268e-01
8.18776945891642516e-01,9.98175571357367009e-02,5.25014391367921940e-01, 3.65799633774151145e-01,5.84116778721200158e-01,4.01871022945776923e-01, 9.55783361333006898e-02,2.18301344731225422e-01,2.84631210300850257e-01, 3.14194456339924988e-01, 6.68974994778654519e-01
2.20486964899818449e-01,5.07208086497980104e-01,1.10028377970848856e-01, 6.41697909709981529e-01,5.08690841648023251e-01,4.49973479278117927e-01, 5.22630574741701937e-01,9.84414367012006242e-01,1.65287999753322090e-01, 2.69857485443154521e-01, 4.75904545126121292e-01
5.17474597593690078e-02,7.10002344756497705e-01,3.12547177972692936e-02, 9.98187814478937674e-01,4.42243537420142552e-01,7.93291241210875464e-01, 3.86739341035477913e-01,7.08462167667491372e-01,1.57994903158471534e-01, 1.64839708517027755e-01, 1.78968290356736115e-01
7.32133181907178909e-01,1.82039564966246181e-01,2.84050291367947016e-01, 5.75618978567537409e-01,2.28352270260447465e-01,3.95567869333006694e-02, 6.29854361060450341e-01,6.37943616794165114e-01,6.42028672088993169e-01, 1.65529907844192858e-01, 2.26587761398193227e-01
8.86267738344823641e-01,2.36856968189684935e-01,8.56261342362346078e-01, 5.24768444571052317e-01,8.21176097035020702e-01,9.64773195102249681e-01, 1.89644879076538819e-01,5.00751274930255508e-01,2.02584385912287779e-01, 6.02487830775996547e-01, 6.75329697346681468e-01
1.67313972073188766e-01,9.41869168069519480e-01,9.19873333016500982e-02, 6.23655955355419622e-01,4.00705845477471345e-01,7.08740964279795937e-02, 7.14700104248332413e-01,3.41198073029415072e-01,6.63079784545285045e-01, 4.21995431864110260e-01, 7.00859732848541972e-01
9.40579895303565006e-01,2.91569242799511463e-01,9.66515480092654866e-01, 9.67805734476620327e-01,4.26154379708702957e-01,5.67807319016733980e-01, 5.94930885331747983e-01,9.78796168297684122e-01,2.62632477575090784e-01, 2.47051926468342203e-01, 3.36950867488422734e-01
8.07508438465186273e-01,3.65790625429750826e-01,5.32732204088155359e-01, 5.75578286046454557e-01,9.85934838601098540e-01,4.35395497875087911e-01, 1.46223843831670197e-01,7.03079267113573936e-01,7.89218440975266500e-01, 4.02858826482507149e-01, 6.45468536129381154e-01
5.59608664218539387e-01,7.69336425059265916e-01,2.84036651305610621e-01, 5.43627288388488727e-01,1.24545987788625134e-01,1.92680944378770258e-01, 3.44548115338249361e-01,7.87430681434716062e-01,2.63890637696239772e-01, 1.41057588567179121e-01, 2.02731011600491479e-01
7.26373758916847412e-01,9.55162570407744771e-01,6.23093339912230815e-01, 5.36274410983815786e-02,8.55748302541859518e-01,2.88200110032020840e-02, 9.94326262459410692e-02,6.09722039312403208e-01,1.95607191575630779e-04, 2.27234187851813013e-01, 9.02132235667775229e-01
6.20741944388009559e-01,6.34280605216062665e-01,6.52408643666488208e-01, 3.53672930797397145e-01,6.82688365529982244e-01,4.97663760339749350e-01, 4.43265867645501355e-01,5.14975266952498734e-01,4.42483285588925579e-01, 5.72177604760947811e-02, 2.88995312787051484e-01
6.32391982776217998e-01,4.09436068469889780e-01,9.18217056332150228e-01, 4.93434483457868223e-01,4.46887912862727110e-01,6.41622559327353792e-01, 9.76843620586749228e-01,5.23680359815221097e-01,1.98881364893031543e-01, 1.97394747503217588e-01, 2.99082525408570554e-01
6.22694878150742537e-01,5.39405816798507853e-01,5.40001237186257033e-01, 4.13387564592765711e-01,6.74244015373372529e-01,5.34830852513007216e-01, 3.84013608664407480e-02,9.68563459678223992e-01,7.12339058020678539e-01, 4.79392185878962443e-02, 9.42437717208463172e-02
3.11420279526229304e-01,7.58294480881120503e-01,3.62282023590217439e-01, 6.21768070965678543e-01,7.62044620736742617e-02,8.67735702834008249e-01, 9.20371050838783011e-01,2.27433544734040316e-01,3.39312758551668980e-01, 4.92578693202942675e-01, 7.87481286948991999e-01
7.79964957327128339e-04,3.29548191067838281e-01,8.41146242332157956e-01, 6.99286794461487782e-02,8.65678710508518079e-01,3.43989244017159468e-01, 3.68156452901316711e-01,5.36065830451124548e-01,1.07967751918154553e-01, 3.67584930888842421e-01, 7.30378806260334135e-01
6.31456546075247260e-01,9.47882354766816926e-02,9.06273010673901536e-01, 5.37866982799233506e-01,4.12067695730217398e-01,1.64401163053570443e-01, 6.56354158745713678e-01,8.67491033152417046e-01,4.81076201205138276e-01, 4.49412535929580692e-01, 7.92314449031445323e-01
2.15007851071694955e-01,9.65099282180011064e-01,6.66525231378055194e-01, 1.78677785048198756e-01,4.84473933215300745e-01,6.32327399895146081e-01, 6.89294664754398378e-01,1.15163271991918337e-01,3.50043016382264538e-01, 2.87927413647288521e-01, 4.16977741521802447e-01
6.28597398782559158e-01,8.44342494882397876e-01,3.42622361894376337e-01, 5.92127097473592823e-01,4.16678044203935283e-01,2.45987362313899727e-01, 5.80730467562748487e-01,6.11791042241500826e-01,9.55070664247177015e-01, 2.85921659500346426e-01, 3.88731011332111243e-01
6.22423896971773583e-01,1.79328365766004083e-01,5.16077108159244902e-01, 6.72210038115516606e-01,4.47552182954766953e-01,5.67624852267758717e-01, 2.89946014851889533e-01,7.89473392544845831e-01,3.09862236020730375e-03, 2.07219988576455183e-01, 2.71689276394456170e-01
4.22681935628572703e-01,4.71915040022774512e-01,2.49122526317836601e-01, 5.44218583298431979e-01,5.41569906525151468e-01,3.81364205028669190e-01, 8.11528186571754406e-01,7.63025859344460544e-02,6.54965504324687142e-02, 1.12471042052988371e-01, 1.80631109797128347e-01
1.10521186317584896e-01,7.82530739338215486e-01,2.26479976356337098e-01, 6.60898127092703680e-01,5.98533677563426680e-01,5.18429799263539159e-01, 6.59790885805042637e-01,1.16492715587463991e-01,7.45220635260018360e-01, 3.09769273367859810e-01, 5.81477695974511599e-01
6.34050904923599168e-01,2.54526572937190498e-01,3.39465532462760122e-01, 1.23665335743614602e-01,7.38002019132739551e-01,7.14391122537405443e-01, 7.24102166526807922e-01,7.01853614764965772e-01,1.89966478777644165e-01, 3.65112577788533677e-01, 4.57517207513955804e-01
5.45316400013897473e-01,9.74162461355569276e-01,6.33296635015389908e-01, 9.49573913290357230e-01,1.30249873687201312e-01,5.63134392933024364e-01, 1.18758404766437620e-01,1.51999391289122432e-01,9.66538132409341166e-01, 7.77933501356947943e-01, 8.42074222491006164e-01
4.02882652230208471e-01,2.95047436231620219e-02,5.40977020181886648e-01, 6.56574663631942390e-01,1.58957674599601750e-01,8.98874670502409767e-01, 2.65223251383860270e-01,2.11083715572841557e-01,8.34631804992974735e-01, 1.41869126189872768e-01, 3.54672596259403450e-01
1.44679598660774622e-01,6.89362310860220040e-01,8.45471287018181639e-01, 4.41913502093789767e-01,7.96599627764188023e-01,2.12355733596064522e-01, 4.52180615699668942e-01,5.54975530136378681e-01,5.49687157151526162e-01, 1.74238339652409091e-01, 4.19784266229336789e-01
4.49477352819121267e-01,2.01496538079668386e-01,4.31909785914475042e-01, 3.70321645963371471e-01,9.92406488245453966e-01,6.56437287767111077e-01, 5.91216045507961252e-01,3.28399130121901028e-01,6.85265099758795460e-01, 2.17156550804316589e-01, 3.10055642483787419e-01
3.38080870967564229e-01,1.32400324223135413e-01,4.43123683341446806e-01, 6.53452263810289202e-01,3.98671714932187338e-01,4.01330052043884167e-01, 6.63551631949738763e-01,1.66862372696526595e-01,4.11845308971868551e-01, 7.61993196529489464e-02, 3.28067236098741888e-01
4.54592120303271230e-01,9.31119693698669204e-01,8.15562612692241395e-01, 8.47506549045192403e-01,2.25220049715503023e-01,6.92947466550561719e-01, 9.02379008512579905e-01,5.89806997994755777e-01,7.24950608620283599e-01, 1.84337866376383358e-01, 4.98103434841095039e-01
7.94893331620906474e-01,3.74243387499427538e-01,5.08869789211551571e-01, 8.56535196942556309e-01,6.16574164292683635e-02,2.67701867893372802e-01, 2.17970298337730406e-01,7.53105663281851689e-01,1.28514761889324536e-02, 3.37886893975969715e-01, 3.46516119048490445e-01
7.23881077544150653e-01,6.09668101830934339e-01,1.43404444451615931e-01, 9.32531772135184900e-01,4.04765878644044785e-01,5.40867627064824164e-01, 7.51769203873744352e-01,1.26051709487354668e-01,8.85465343195027454e-01, 1.77026663772450771e-01, 3.69846985598220157e-01
4.89574838203182816e-01,1.31399502694242165e-01,5.33910498479752138e-01, 4.43169766630614470e-01,3.58409079641360262e-01,7.20071571344031547e-01, 2.13437076320648456e-01,2.84833101078754036e-01,2.10761704158536456e-01, 1.33733702981040176e-01, 2.37306405306101142e-01
5.55674759337499879e-01,6.09651277223027588e-01,6.11955566342247570e-01, 3.86893276771199668e-02,5.27061930012740598e-01,8.39236817546395009e-01, 2.29834235319317126e-01,8.04915418446617292e-01,7.32094818923375579e-01, 1.39425785129226321e-01, 3.94011701348563947e-01
6.33630077373762757e-01,3.97430030345023999e-01,7.11419181379766563e-01, 1.72360194848979242e-01,3.47380079746971826e-01,8.68456939600410593e-01, 8.89661838647886949e-01,2.88727749300166314e-01,7.49580929423124820e-02, 2.65622452354337568e-01, 2.47952849033250794e-01
7.83642007147260733e-01,2.51536161098321775e-01,3.91866999555290141e-01, 3.01946663642079893e-01,5.01532969541719553e-01,3.22203715785907008e-01, 3.11042340057952615e-01,1.15250062813408771e-01,4.43461777633380794e-01, 1.92693780520817370e-01, 4.75822312042941342e-01
6.10940127229079866e-01,2.10294430522101172e-01,9.46275377141737151e-01, 4.51864743627628185e-01,2.84640930166547790e-01,2.44257073776318667e-01, 4.06958065226312726e-01,8.52530832377737302e-01,1.77005277003425499e-01, 4.03705279737269496e-01, 7.03786880259658076e-01
4.09050979197741582e-01,9.90940540049377039e-01,1.48829653057295674e-01, 4.96139314343553184e-01,5.50792069421448760e-01,3.85017010026788009e-02, 2.53996945998917201e-01,1.74910943591360279e-01,4.53098404407555777e-01, 2.63916590268299167e-01, 4.32818857048452466e-01
6.81496957678326742e-01,9.45003605859455198e-01,5.80507065775054176e-01, 1.77339814128863127e-01,2.12808064154769494e-01,1.32932637411441901e-01, 4.70431036037373129e-02,5.12595911239416724e-01,8.09531509175685504e-01, 5.92293110376520882e-01, 7.88228967666991354e-01
5.04447444988227467e-02,4.24317636595515246e-01,5.29645171800920966e-01, 2.93308385222363688e-01,5.35648711387395671e-01,5.49222510341987213e-01, 6.19970057025901911e-01,7.36179207005752123e-01,8.55645119984823066e-01, 7.54367449748096081e-02, 1.53723776137517421e-01
5.95715477352143141e-01,9.16836506161949893e-02,7.27498247097374540e-01, 8.11756980143429230e-01,1.86070539618820141e-01,5.65219003002533693e-01, 5.69610279486448823e-02,7.09075449209194297e-01,3.38199922368862316e-01, 2.59597721926937752e-01, 2.74435711923448344e-01
2.64026105823760515e-01,8.62538774679062370e-01,4.51516291437581430e-03, 6.23719547742791258e-01,9.90120105286651175e-01,6.25842613729400310e-01, 3.22029625694896460e-01,7.16796740239075358e-01,5.81418785544378536e-01, 2.44801014834327035e-01, 5.97794520760095982e-01
5.05118816101555845e-01,9.43591141971115044e-01,3.22815633769992782e-02, 1.94744024592541920e-01,2.25728631427422721e-01,8.64418298502006577e-02, 8.24507044569087744e-01,2.24234985136847920e-01,3.65074934247090810e-01, 5.09230858889302529e-01, 7.39461516667363372e-01
1.62990428856974234e-01,8.59364503646160238e-01,8.89006284946041281e-01, 8.97605628977171555e-01,6.52099422373373150e-01,1.97143427074720212e-01, 7.03727438706170161e-01,1.87111766044252503e-01,1.42967112325358525e-01, 5.21919554943832686e-01, 1.03005175187342712e+00
4.12813476392134393e-01,3.44587902558231685e-01,7.35217794271455727e-01, 3.16332974906012865e-02,9.12655976618231835e-01,7.02110502436623651e-01, 4.73086663656319573e-01,4.50512946855860408e-01,1.61489239686476771e-01, 3.97768201410619360e-01, 4.75176701570904969e-01
8.13143225953480320e-01,3.76613678261596529e-01,1.55082766278030304e-01, 3.44240439832704803e-01,4.35068330626503186e-01,4.99220003369572396e-01, 4.92052559278547630e-01,2.06080601106188532e-01,4.83128880974734609e-01, 1.32994602424866520e-01, 4.87114858210456025e-01
3.27957907133230031e-01,7.69317874474577557e-01,4.68239397773602906e-01, 6.53657422771622754e-01,6.81360342771243244e-01,1.58606636698201187e-01, 1.34372361739800605e-01,3.01711715206720688e-01,1.29171922103263892e-01, 2.66299316597309377e-01, 4.13547914832768426e-01
8.00701578543793868e-01,3.95890892714966136e-01,8.00474081590731190e-01, 3.77648163570930895e-01,9.61982222392235298e-01,8.94608933895710168e-01, 7.42095176841364501e-01,6.99543239019832064e-01,4.10619782373123465e-01, 3.16654781095668358e-01, 4.79592099507469005e-01
6.17222801451889458e-01,7.85918869742076587e-01,9.09388862575688406e-01, 2.67835813957005953e-01,7.87728695418665081e-01,9.67952848608611416e-01, 2.49542783818286207e-02,1.88655870032826467e-01,8.05766403848634183e-01, 2.24120317551806336e-01, 3.36278970059622373e-01
5.39828976175549924e-01,8.19448182561933303e-01,5.04827067118825745e-01, 8.18017608569133192e-01,7.14666700273211886e-01,1.63405773309699409e-02, 1.58187369150900481e-01,4.44311678920133457e-01,9.21177022718213334e-01, 2.78016619194127901e-01, 2.41325435673998612e-01
3.84866501955398510e-01,8.20954247647234236e-01,1.75961159084269125e-01, 2.65782459931281356e-01,4.65855243547244502e-01,3.66158609207727803e-01, 9.10466617839721493e-01,3.05791180930778839e-01,4.98845158095087893e-01, 2.84491668561114741e-01, 4.19988188738941670e-01
8.04948226885069062e-01,7.34229438219874853e-01,3.95555765378433066e-01, 7.79831113172037016e-01,6.38625275414659077e-01,3.31970847270549596e-02, 6.81211770683722961e-01,7.18563048549419880e-02,3.60226980818910358e-01, 2.40733733547516204e-01, 3.63788350540181993e-01
4.35259130649571446e-01,2.97811402088238641e-01,6.12732976751150571e-01, 8.32121629483191128e-01,7.74377376053630662e-01,7.40710635023170250e-01, 4.99035543128005132e-01,2.66578463901521179e-02,4.53003569313244037e-01, 1.60874442032733517e-01, 1.85415254862558693e-01
1.40037053580218118e-01,8.84263806387780793e-01,4.10071413013239572e-01, 2.29872078088954934e-01,1.57842775845916883e-01,1.56504542140032177e-01, 9.21300894395675529e-01,5.43450478386130476e-01,8.67486935717973195e-01, 7.21658889135856296e-01, 6.78200793804132451e-01
3.90261372885056024e-01,1.15617480103709869e-01,1.15971343121340165e-01, 7.12255839633326393e-01,2.06377645632151552e-01,9.18396520523355187e-01, 3.94081427374240123e-01,9.67850941839243362e-03,5.94649860873871283e-01, 2.01267644574124133e-01, 4.06840132812087862e-01
7.24486715630448197e-01,6.49393478288293968e-01,1.02234610399049575e-01, 8.98359513559026879e-01,8.06268905996937901e-01,9.12358787704130703e-01, 8.45282122470714770e-01,2.73936494954824972e-01,9.66866567245519892e-01, 4.50863987133667765e-01, 8.38439742624804585e-01
5.09478211425822836e-01,5.33510962540604372e-01,8.31152816742775635e-01, 1.93185734773900997e-01,1.68168057835586637e-01,2.04317164342167290e-01, 1.92014110396315107e-01,5.92740692756262288e-01,6.06758276285325082e-01, 2.20738565646878410e-01, 3.77332456159030216e-01
8.92078498610982540e-01,9.73607896637434189e-01,7.32316784109130925e-01, 9.48457055134684812e-01,4.53396120888345910e-01,3.47744912893670044e-01, 4.70026378115457222e-01,2.89165723779708728e-01,9.48204831854336794e-02, 3.32599599418244962e-01, 5.88107185220350992e-01
2.17759530414859848e-01,3.17320094487683835e-01,5.40478724402230659e-01, 1.33444811994678836e-01,2.14715454600608369e-01,2.13158890981552496e-01, 6.15972871693376223e-01,4.70871537692855724e-01,7.30981276948600156e-01, 1.21583548926058757e-01, 1.61525329328121664e-01
3.40541390086915086e-01,7.95794757159899002e-01,5.35462411130375737e-01, 8.52400660459728954e-03,2.04708605177530756e-01,2.12408745843568392e-01, 4.95464192996116770e-01,3.92518946272693903e-01,8.46071078344562411e-02, 3.30584421547355789e-01, 6.15242616401150189e-01
6.66485493118251116e-01,2.14089147491135279e-01,4.96756539589539803e-01, 6.37627290336642893e-01,1.97876599722710544e-02,4.50338339186463488e-01, 9.94845302698891154e-01,5.00580595602978073e-01,3.88819047744668023e-01, 6.77893315137044761e-02, 1.12584004145229871e-01
1.09628383466392032e-01,9.29183409162164353e-01,9.96523347111426760e-01, 9.52208286932976766e-01,3.36223434258590914e-01,1.58294468073400862e-01, 5.02148591826872548e-01,2.51668352942171492e-02,9.89264376525109235e-01, 9.75591480887260887e-01, 9.80595021110853948e-01
4.54874261181995365e-01,1.41953058964818801e-02,1.18667252799233736e-01, 2.57594432762250691e-01,1.19466910402570292e-01,3.65981050616674186e-01, 1.27011864477895697e-01,2.01902793361556920e-01,3.57092054758149535e-01, 4.02531262567300332e-02, 2.60231618636056761e-01
6.63967620854237772e-02,5.58501850700380498e-01,8.29605408098856856e-02, 4.60006431604353949e-03,5.29762457576946955e-01,6.68399125466450084e-02, 3.00567877961034680e-01,7.69971811186603738e-01,5.78781710588945675e-01, 2.96551149569482253e-02, 4.64620914500814552e-02
3.79163406067669739e-01,1.01702139277760284e-01,9.97399349069811869e-01, 2.55251784671587156e-01,3.87490485221049119e-01,1.36029253718147003e-01, 4.84460977223872380e-01,1.01505637627335443e-01,4.00914781605424819e-02, 3.45922585190843790e-01, 9.13082948345981582e-01
8.90662496995655917e-01,6.19243063158081752e-01,5.72862437260125201e-01, 9.05155783972760197e-01,4.43496730458534216e-01,6.40049758532084234e-01, 7.74638329052774743e-02,5.06790455546770824e-01,4.94534027115764996e-01, 1.55597837170719483e-01, 1.84627521596235356e-01
9.64669197936085188e-01,9.77250838021765489e-01,4.13475122485882363e-01, 8.02080970649607150e-01,1.57285743904591713e-01,7.76980756290959196e-02, 9.24659279318795213e-01,8.03923740786695928e-01,4.81888437321512209e-01, 1.16995735324251032e-01, 1.51478747794765084e-01
3.43263842427551702e-01,3.35718610521705263e-01,5.68051216003907844e-01, 9.24065822238171686e-01,6.00846970785647194e-01,7.02631874258308420e-01, 6.11732273287031392e-01,3.77609348551368074e-01,2.91864174263464782e-01, 2.16892411420297998e-01, 3.85762641484129198e-01
9.51052810113034219e-01,2.77673093946567362e-01,9.05214110106240422e-01, 6.02404566519693985e-01,8.39222840515819413e-01,7.41571050931026043e-01, 6.46617717049619567e-01,2.37027755738213997e-01,8.38764592489604999e-01, 1.92132955848032749e-01, 3.14154049037270067e-01
6.55285124535450736e-01,6.54295410654915255e-01,4.15723586374753262e-01, 1.91323154195258249e-01,4.89356445728914347e-01,7.40952910749945959e-01, 8.69930633710028767e-02,9.46536859768306038e-01,7.05589873633962417e-01, 2.74828091518414808e-01, 5.84411015401594014e-01
4.15328354815159728e-01,3.76590369253167023e-01,1.18376539403127423e-01, 7.61507998890994742e-01,7.75781239483687157e-01,3.34985090179075073e-01, 3.86009048626282270e-01,6.26473625027833880e-01,2.04446253745130591e-01, 1.06500086133063707e-01, 2.50791504601092230e-01
7.14494156292645455e-02,9.96049024881767719e-01,3.41573440271081719e-01, 1.64735200401769255e-01,7.26585305271371218e-01,7.28569198725222522e-01, 6.66684650419815172e-01,9.01135580796883717e-01,2.57546987943753858e-01, 2.88487497193532560e-01, 4.06246698019769870e-01
9.05100053820362072e-01,7.97579830862390371e-01,9.67650003557673055e-01, 1.25281658555372877e-02,4.48511081158897928e-01,1.87126920704912325e-01, 1.62547571435885163e-01,5.52831313884874720e-01,4.19305690041249957e-01, 9.89246772625790444e-02, 3.34817908363781669e-01
6.73807694745270136e-01,3.70287774617606869e-01,8.08831232880513507e-01, 6.83754591157877512e-01,2.28668884905729120e-01,5.21088106383242322e-01, 9.27644915260040004e-01,2.60790919478415928e-01,8.49633184296889610e-01, 8.94406135000919700e-02, 2.17917090026949894e-01
1.94812493240884566e-02,2.61810330899874821e-01,3.87620298516648809e-02, 1.30743903113924365e-01,1.25843935426320108e-01,5.07383558770726717e-01, 1.65424945997466155e-01,6.53519564573358691e-01,4.59765742807080824e-01, 2.49949364761464787e-01, 4.70755507348847246e-01
6.55012075367647828e-01,9.17159622553574416e-01,9.97611201594581831e-01, 8.79641274620755143e-01,4.14747528297583656e-01,9.32533206529767789e-01, 4.30979740903636221e-01,8.62376229698765484e-01,7.04849064072469611e-01, 2.06504575344260172e-01, 3.06645693161912425e-01
